ID	Comments	Suction Power	"Carpet, Rugs or Deep Cleaning"	Bare Floor	Clogging	Pick-up or Nozzle	Pet or Human Hair	Edge Clean	Maintenance	Value or Build-Quality	Usability	Suppotive Feeature	Dust Bin or Emptying	Maneuverability	Versatility	Weight or Self-Stand	Battery or Charge	Reliability	Noise
181	Takes a little practice to get use to the heavy handle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
181	"When stop you vacuuming, it has to be laid down on the floor because it’s top heavy and can’t stand on its own or lean up against anything stationary"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
182	There just isn't enough suction power passed to the tools	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	I saw a few review videos showing the vacuum had trouble with larger items than Cheerios	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
183	For me it was inconsistent but it was definitely challenged with items like the dry dog feed our retriever mix eats	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
184	"Works well on carpeting but struggles on hard floors, Powerhead does not adjust for flooring types, so it tends to push small debris instead of picking them up"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
184	This is especially noticeable on hard floors	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	"super suction, lousy run-time"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
185	"Let's stipulate, first, that the ""V10"" motor on this Dyson vacuum generates an overwhelming suction"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	I'm pretty sure you could pick up a heavy bowling ball with this machine	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	I was amazed by how much dirt it picked up from the carpet as well as the hard floor	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
187	Also the 2nd battery is a nice addition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
187	The battery life was the real advantage I could see	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
187	I was able to clean about twice the space as compared to other brands I have tried on the single battery charge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
188	The weight behind this is comfortable and simple to use	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
188	Tested on various surfaces within our home (wood/tiles/carpet) and furniture just to see how well it transitioned between and did a fairly good job	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
189	Low speed is mostly useless	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	I have to use high or turbo to pick everything up off the floor and rugs/carpet	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	It struggles with larger solids	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
189	I believe this is due to the suction not being strong enough	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	It is very top heavy and if I need to stop vacuuming and move a chair or the couch I have to either lay the whole thing on the floor or fold it in half	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
190	That is difficult for someone who has back issues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
191	It produces the sound you get when you trap some largish object that gets stuck on the roller and then makes a LOUD high pitch whine spiced with that stuck unmovable whacking at a high rpm sound! ARRRGH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
192	"The control section is at the top, it's heavy and awkward"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
192	"Trying to maneuver it was hard as the balance was off and holding the control to make it run was also not easy, hurt my hand and was awkward"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
193	Now it won't work at all	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
194	Battery life is TERRIBLE!!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
194	"I originally loved the feel and the way it cleaned, but that only lasted less than 10 minutes when the battery died"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
194	"For this price, it should have a better battery life!!"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
195	Much quieter than any vacuum I very owned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
195	I can have a conversation and vacuum the living room	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
195	The only draw back is that you have to keep it charge for it short fun time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
196	The fins DO ABSOLUTELY NOTHING	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
196	The hair still gets tangled and there is still plenty of things not picked up on hard wood	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
196	The suction doesn’t pick up powered carpet cleaner let alone most crumbs	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	Does not lock to stand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
197	I don't like that the vacuum does not stand up at all	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
197	I tend to stop and move things or pick things up and this vacuum does not stand on its own	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
197	You have to lay it down	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
198	fact the first time I used it I knew immediately that the LG suction was inferior based on what it was picking up on just the Oriental rug	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	This vacuum worked out very well for exactly 12 months and then it stopped working very disappointed for such an expensive vacuum it only worked for one year I am hoping Dyson will do something	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
201	I did have a clog at the bend to the floor attached that required some time to break free	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	The horrible head! It won't even pick up a Cheerio! On wood floors you have to go over the same area at least twice	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
202	And you still leave behind dirt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
203	Battery doesn’t last as long as 30 minutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
204	"It is light and easy to lift, easy to move around, and is cordless, which is a huge plus because I hate having to work around a power cord (but of course you are limited by the battery charge"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
205	but when in high power mode I am lucky to get 15 minutes of run time before the battery dies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
205	This means deep cleaning requires stopping every 15 minutes to give it 30 mins to a hour to charge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
206	"In addition, the suction was great for the first few times but now the suction is horrible"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	It actually drops the particles I have just vacuumed out of the roller brush when I go to pick it up	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
207	"On a positive note, the vaccum did a great job with picking up EVERYTHING even when the floor was slightly wet"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
207	"Picked up pet fur, food, paper, the occasional bug, etc from my floor or carpet"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
208	"Decent vacuum but not worth the price tag, small compartment for dirt storage, mediocre suction"	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
208	Good for small touch up work or a small apartment but not sufficient to have as an only option	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	Therefore the spinning brush in the head stops spinning and no longer sweeps up the pet hair on our carpets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
210	"The best feature to me is the battery life! I have a 3,000 sqft house with the majority of the space on the main floor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
210	I can clean the main floor on one battery and still have juice to spare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
211	It no longer works	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
211	Dyson said the main body needed to be replaced and since my warranty had expired they can only offer me a 50% discount on that part	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
212	If you wish to pause in your vacuuming you must lay the machine down flat on the floor or find a secure place to lean the handle of the machine against	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
212	"If it falls, it falls on the motor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
213	(2) Run Time: On a full charge I am unable to complete vacuuming my hardwood floors in 3 full rooms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
213	"I can only get my living room, dining room, and 1/2 my kitchen done, (1200 square feet)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
214	I frequently switched to the “Power” mode (and a few times to the “Turbo” mode)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	This drastically reduced the battery life and had to swap out the provided 2nd battery almost all the time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
215	"Not good at all, at least for homes with pets"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
215	Continually clogs as hair gets trapped above the “kompressor” plunger/gasket	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
216	Long Battery Life: I have been using this for days on all the floors with the the regular brush head and with the UV head on all the beds and furniture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
216	I have yet to have to recharge it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
217	Unfortunately the dust bin design is not so great	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
217	"There's no mechanism to push anything out, so if you've gathered a lot of pet hair or dust bunnies you'll need to pry them out by hand"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
218	The new V11 had to be replaced due to issues with the motor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
218	"When the new machine came, it did not charge, so I called Dyson's customer support again, and now I am waiting for a charger"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
219	Bearing gets hot and melted the housing!! On four of them I’ve purchased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
219	The roller brush bearing gets hot and MELTS the PLASTIC housing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
220	"After about a month the battery life was significantly degraded, which Dyson customer service said was normal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
220	Fast forward to 11 months after the purchase and the battery totally died	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
221	I have replaced three batteries and they have all died within 3 to 4 months	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
221	Now the vacuum will not work properly I have had less than a year	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
222	"This vacuum did not work from the moment it came out of the box, I made the mistake of calling LG instead of returning and while waiting for LG to get back to me I lost my return time"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
223	"Although I don’t find it to be overly noisy on hard floors I do think it misses quite a bit, including larger debris such as cereal or dog food and is not very good on edges or corners"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
224	Quite powerful when on turbo mode and great build quality on the accessories	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
224	"The spin brush is great on low pile carpet and rugs, does well pulling up dog hair without getting tangled"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
225	"I can only vacuum for about 20 minutes before it is completely dead and needs to be recharged, so I can't finish cleaning without having to plug it back in for HOURS, very frustrating"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
226	"Power and noise: This thing is actually very quiet, I was very impressed how quiet this vacuum is, even on full boost mode"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
226	"But just because it is quiet, doesn't mean its not powerful"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	"All the weight is in the handle, which leaves your forearm tired and sore after use"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
227	"So, while it is indeed maneuverable, it's going to leave you sore from doing it"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
228	"it's low suction power, and loud sound when pulling the ""high suction"" trigger (which basically brings suction to average) makes me wish I had spent a little extra and bought a Dyson"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
230	"It says it's light weight, it is not"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
230	It's the heaviest vacuum I've owned in 5 years	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
230	"I cannot fathom why you wouldn't build a telescopic handle in a vacuum, this one is not, insane"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
231	Our former Shark (that I loved) was such a great one; light weight and worked great until it finally just gave out	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
231	(motor at the bottom so you weren't holding any significant weight	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
232	"For the high price we paid, having only 1-2 years of it working properly is not worth it"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
232	"The vacuum did work well, but be prepared to replaced every 1-2 years if you buy this brand"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
233	This one stopped charging and would die within 5 min and then just stopped working	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
234	"I wasn’t that impressed, the suction wasn’t as good as my Shark & the mop part although easier left the circular prints on my floor after it dried…so i brought it back & got a SHARK!"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	Top heavy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
235	I was excited to get this vacuum but as soon I I started to use it the top was so heavy it cause the bottom part to come up	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
235	After just a little bit my neck was hurting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
236	And not in a good way!!!If you read some of the other “critical” reviews it will show you that most people are complaining about the roller brush and it burning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
237	They seem to break and I just keep getting a new one	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
237	"I’m glad I bought the warranty for each but they shouldn’t be breaking down within a year, especially with this high price tag"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
238	Battery won't charge after just 9 months of use	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
238	"I bought the vacuum and an extra battery in May 2020 and now, Feb 2021, one of the batteries has failed and will not charge at all"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
239	I am using it on tile and wood in the kitchen and dining area and have to go over it 3-4 times to get the floor clean	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
239	It took me forever to have it pick up a piece of onion skin!	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
240	I returned my dyson for this vacuum and it sucks on hard floor	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	It won’t pick up pieces of cereal it breaks them and pushes them around it’s so frustrating for how expensive it is	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
241	"It isn't heavy, but the engineers seem to have been dedicated to positioning the weight in such a way as to maximize discomfort"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
241	It feels sluggish and like a chore to roll around	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
242	Too top heavy for me	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
242	"Nicely packed and while I’m sure it’s probably a good product, its too top heavy for me"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
242	My hand & wrist weren’t comfortable with all the weight at the top	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
243	How is it an upright vacuum if it cannot stand upright? The vacuum cannot stand upright on its own	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
243	You need to lay it down or lean it against the wall each time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
244	It does have long run time which is great but on the downside it really struggles to remove pet hair from cloth furniture	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
245	The battery life is amazing! You can clean multiple rooms on a full charge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
245	"On the high powered setting, the vacuum can clean for over 25 minutes without the need for a recharge"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
247	"Also, the waste cup isn’t convenient to empty"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
247	"It does not detach from the handheld portion, you have to disconnect the handheld from the pole and its awkward trying to empty it"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
248	Battery doesn’t last for more than a few minutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
248	We start vacuuming with a fully charged battery and it only lasts for a few minutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
249	"Since the vacuum doesn’t have much weight on the bottom, when you walk backwards or pull the vacuum back to you, the head will often pull up off the carpet, losing the suction"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
250	I have to use it on TURBO all the time though	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	The normal mode just does not cut it for me	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	This vacuum is not compatible with pet hair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
251	It clogs too often and just can't keep up with hair from two dogs	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
251	I would only recommend this vacuum for a household without pets	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
252	Lasted 3 months with minimal use	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
252	"POS, purchased in January used maybe total of 4 times now when try to use it will turn on for about 2 seconds then stops, shows fully charged"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
253	"fter less than 6 months, this unit needed a new battery and now is completely unusable after the vacuum head attachment brush will not roll and the stick is constantly clogged"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
254	until the connection point between the extension wand and head of vac cracks and ultimately snaps off completely! So disappointed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
254	$400+ vacuum should last more than two uses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
255	"However, the suction is less than poor"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	It does not pick up in corners and the bright light highlights all the pet hair that you have to roll over countless times to pick up	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
256	The only problem I had with the vacuum is that it didn’t vacuum my thicker carpet well	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	The suction was not strong enough for the thicker carpet in the turbo or regular mode	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	The hair doesn’t actually get sucked up but rather stays on the surface of the underside and will leave a mess on your floor if you ever decide to pull the vacuum toward you	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
258	"Nice Gripper On The Handle: Never knew I needed this, but it makes it really nice to be able to lean this on the counter and it won't go sliding off"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
259	I had this item less then 2 years and the suction has gotten bad and also the power outlet where it is charged was giving electric shoks I had to return it and exchange it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
260	Regret this decision to purchase such an expensive vacuum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
260	"The suction is awful, using the turbo doesn’t really help just drains the battery faster"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	The cons of the design is it’s not very balanced	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
261	"The handle is heavy, the head of the Vacuum pivots nicely but it’s hard to direct it around corners"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
261	Stairs are difficult	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
262	"It doesn't stand on it's own, so if you have to pause, you have to lean it on something and then it slides and falls and hit's items on the way down to crash on the floor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
263	Compact & Light: The Omni Air was A LOT smaller than I thought it would be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
263	"That being said, it is very well built, and it is almost weightless for moving about the house"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
264	The stick vacuum itself is well designed and well-balanced	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
264	"The motor, near the top end, is very compact for its power and the telescopic handle makes it very easy to use"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
265	This vacuum worked one time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
265	Now it won't charge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
265	and will only run for a few min	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
266	Junk after six months	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
266	Amazing for about three months	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
266	"After that you’ll notice all the bristles on the brush are gone, it will begin pulsing and all out stopping mid job"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
267	The suction power is mediocre	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	You have to turn the turbo on all the time for it to really vacuum	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	Definitely not worth the price as it breaks easy and has minimal suction	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
268	"However, the location of the primary mechanism (high on the handle) makes it a bit unwieldy/awkward for a senior citizen to utilize easily"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
270	"one side of the roller burns out quickly, less than 4 months and it was also a replacement since the same problem happened and I was able to return on the last return day"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
271	Good but makes “squeaking” sound	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
271	The product is convenient and works good but makes an awful squeaking sound when using the main head on both carpet and hardwood floors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
272	I love how easy it is to clean roller from the hair that wraps on it	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
272	It completely pulls out of one side of the cleaning head and then you roll the hair off the roller	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
273	"It just does not clean as good, even after washing and replacing the filters"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
273	It clogs up very easily if you use it continuously & the maximum setting isn't very strong	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	Keeps clogging	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	But every single time I use this vacuum I have to take it apart and dig my finger into the vacuum pole to pull out a wad of dog hair blocking the suction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	I feel I might have to sacrifice my desire for a cordless vacuum and move on to a corded canister to get the powerful suction I need as well as lightweight ease of use	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	"BUT every time I empty this thing, I bruise my left thumb from the force it takes to push the lever down"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
276	Literally my whole left nail is bruised from the impact force	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
277	Didn’t last long	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
277	The battery that came with the unit only lasted about 1 year	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
277	The brush/ roller that came with my vacuum seems to be discontinued or not replaceable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
278	"for example on hardwood floors not the best but doable, also it jams pretty easy with cereal pieces and hair easy"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
278	I honestly think it should be no more than 600 bucks	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
279	This is not a vacuum to use in your whole house	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
279	"I have a small house (1150 sq ft) with hardwood floors and when new, with a full charge, it wouldn’t last the whole job"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
280	Plugged it in 3 days ago and it’s not charging anymore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
280	I am soooo disappointed that it malfunctioned so fast considering it’s quite pricey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
281	"About 5 months after purchasing, the battery died"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
281	I did purchase a replacement	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
281	It’s now in month 11 and the motor burnt up	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
281	Yes BURNT with terrible smelling plastic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
282	"however, it is not very powerful in terms of the engine, it has to be passed several times on certain surfaces to be able to collect all the small residues that remain"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	The battery life isn’t great	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
283	The battery doesn’t last long though and it takes forever to charge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
284	"The problem with just keeping it there all the time is that it makes the top heavy, so it won’t stand and it’s harder to maneuver because all of the weight is on top"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
285	"This vacuum worked great for the first month or so, but then the brush roll would clog up frequently, make a lot of noise, and eventually stopped working all together"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
286	but on the downside it really struggles to remove pet hair from cloth furniture	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
286	Without a good quality brush roll for furniture there is definitely something lacking	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
287	It’s a great looking vacuum but doesn’t have that turbo power suction the description describes! I tried it for about two weeks and just doesn’t pick up like my dyson	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	I will say on bare floors with any type of small particles it takes at least a couple of passes to get everything up but it’s not that much worse than other I’ve had	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
289	"Even when the battery was FULLY charged, it wouldn’t last me to vaccum every room which is disappointing"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
290	The battery life is about 45 minutes - 1 hour on a full charge which is plenty of time to clean my entire condo and still have about 30-40% battery at the end of it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
291	then you spend your time unclogging it just behind the beater bar	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
291	It wouldn’t be so bad but it is hard to reach the spot	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
291	It should come with a tool to reach there	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
292	"because it is lightweight, and cordless"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
292	"I have a medical condition where I cannot lift over 30 pounds, so this lightweight vacuum works for my medical restrictions"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
293	But then it doesn't sweep up the fur very well	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
293	The brush motor needs to be stronger	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
