RETAILER,PRODUCT,RATING,POST_DATE,REVIEWER_NAME,TITLE,CONTENT
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on July 29, 2022",J & M,Life changer,I love this vacuum system. I upgraded from a Dyson v6 animal that I have had for many years. It was dying and I thought it was time for an upgrade. This vacuum is a beast and has an automated dispensing tower to back it up. I love the automatic dispensing system. The vacuum itself is very powerful and has plenty of battery life to clean our home. Highly recommended!
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on June 4, 2022",ShiningHiker,"All in one with a modern look, self empties!","I got this to use for my daily cleaning. I have multiple pets and the robot vacuum wasn’t cutting it as the only source. The first thing I really like about this is the stand. The vacuum and all of the attachments fit in and on it perfectly and it has a clean and modern look to it so I don’t mind that it is in the hall. Next, it has a long battery life. I can clean my entire house with this on one charge where as with my old dyson stick I had to charge after about 8 minutes. This also self empties itself just like my robot vacuum which I love, as there will never be litter or foul smelling objects in the vacuum for long periods of time. This was Easy to set up and it’s even easier to use. I have used it on vinyl plank flooring, tile, and low pile carpet and it has worked great on all three surfaces."
amazon,LG A939KBGS,3,"Reviewed in the United States 🇺🇸 on June 17, 2022",Sadie Parker,Hmmm,"At the time of review, this product retails at 999.99. I have not priced the dust bags to see how much they are after you use the 3 that it is sent with.Pros:•the auto empty feature is great.•I love that the base holds all of the attachments.•it’s easy to use without a lot of different options•I love the compressor that pushes all the dust and dirt into the bottom of the bin. This helps keeps the bin clean and the filters free from dust when using•the auto empty works great, there isn’t Al even any dust in the bin when the cycle is completed.Cons:•you can not use any kind of cleaner with the mop. ONLY COLD tap water. It can not clean up spills either. (My floors need cleaner and disinfectant on them for me to feel like they are clean)•the dust bin on the vacuum is very small. Doesn’t work well for pets unless you want to empty the bin often.•the suction is only ok in my opinion. I have a Shark stick vacuum that has 10x the suction power.Overall: if you are looking for a sleek auto empty system, this is nice. I personally would not buy it for the mopping feature because that part is useless. I do not feel that this is a good value."
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on June 16, 2022",🌟 FilipinaShopaholic 🌟,Worth it,I have come to the conclusion that I'm old. I absolutely love new household cleaning products.This bad boy stole my heart. It's easy to switch from vacuuming to mopping mode. Maneuvering is on point and easy.My house is mostly tile and wood with the exception of my kids rooms which are carpet.I do have rugs in every room.The dirt and dust is automatically emptied into the bigger filter bag after every use.LG products have yet to disappoint me.
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on June 14, 2022",TQ,I am very impressed.,"The media could not be loaded.
                



 I am very happy with this LG vacuum set up, It’s an all in one and it’s like it does everything. I have used it many times now to vacuum my floor, To clean crumbs off of my sofa, And even to mop my floor and has done those things very well. I really like how it has multiple suction options. Plus the Wi-Fi let me know when it’s fully charged and ready to go. I think the best feature is how it automatically cleans the trash out of the vacuum and into its own compartment that has a HEPA filter. That means I only have to clean the center unit. once when it’s full and not clean my vacuum every time I use it which is convenient for me. I think the only con is the price they feel it’s a little expensive, However it does a wonderful job and it is recommended."
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on August 16, 2022",Kristie W Payne,Pretty but JUNK do NOT waste your money,I bought this from LG online and it was the worst experience of my life. For this amount of money the item did not come with the parts and it took me four months for them to allow me to return it but then kept $100 restocking fee. This is junk in a pretty package. I turned around and bought a Dyson and for a third of the cost it is 100 times better product than this vacuum. Do not waste your money
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on June 17, 2022",Osprey,DOA,"I was excited to try this out - all in one, good brand. unfortunately it was dead on arrival. It has, and has never had, any suction. The motor head spins just fine, but it just will not suck. Customer service has set up a repair, but I am looking at a month or so before that even happens. Seems like auto-replacement is a better option for a brand new product. Hopefully my experience was a one-off."
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on April 30, 2022",Ace22,5 months!!!!!!!!,"I bought this LG and it went out on me in about 5 months. Was only using it on low cut carpet,now it won't pick up a crumb. I should of took it back when I first bought it because it didn't pick up all that well in the first place. STAY AWAY!!!!!"
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on March 27, 2023",Megan Barlow,AMAZING PRODUCT!,"This thing has it all - great suction, lots of attachments, self emptying, long battery life, not too heavy, telescoping arm…I love it. I will say though that we had an issue with the self emptying feature about three weeks into owning, and getting it fixed has been an absolute nightmare. We had to spend hours and hours on the phone with both Amazon and LG support, and we are still awaiting a resolution. Soooo customer service when issues arise seems to be a pain, but the actual product is fabulous."
bestbuy,LG A939KBGS,1,"Apr 17, 2023 5:17 PM",Seth,Stick with a Dyson the thing is bad in every way.,"Poor design : The ring that you push down to dump out of the container constantly gets garbage stuck above it. Causing it to clog and to not work at all. Happens 9/10 times using it. Just a very bad design. 

The auto empty system is bagged NOT bag-less. Meaning you have to purchase additional bags to use the auto empty function. Never used this feature because of this.

If you have hard floors, good luck. Anything thicker than a hair will not be picked up. There is a microscopic opening in which things can actually be vacuumed up between the head and the floor. Non adjustable either.

Carpet and rugs: just don’t even bother as soon as you turn it on it becomes bound up on a quantum level. you would have a better chance of picking up Thors hammer."
bestbuy,LG A939KBGS,5,"Mar 18, 2023 8:10 AM",SecretShoot,Better than Dyson,This is my favorite vacuum ive ever used. Very high quality and nice reusable parts
bestbuy,LG A939KBGS,4,"Feb 11, 2023 7:15 AM",JoeS,Easy Vacuum and Mop Tool,"If nothing else, this is so easy to do a quick cleanup or whole house vacuuming. It's relatively quiet and the suction is adequate. If you have a lot of pet hair, you'll probably need to empty the chamber during cleaning. That's easy to do, it just pops open and dumps into your trash. This is *not* a good unit for picking up large debris on the floor. 

This vacuum/mopping system has replaced several cleaning tools. Our big vacuum, my little ""car vacuum"" and our damp mop. I vacuum the house, we used a robot vac for a few years, it took too long to straighten up for its use to make it a labor-saving device. I can vacuum with this and it does as good a job as the robot and I spend hardly more effort. 

It cleans rugs well, it's a bit of a clickity-clackity on tile, but it also vacuums it well. 

The width and height of the head allow me to get under almost everything in our house. 

I was initially amazed at how much dust, hair, and dirt the robot vac got up off of our seemingly clean floors. This vacuum does the same thing, perhaps a little more. So I know it's doing a good job. 

Only once thus far have I used it long enough to run out of battery power and have to swap batteries. So it's got a pretty long runtime. We have a 2400 sq/ft house. Tile, bamboo, and carpet. 

This fits into a really small corner of our house. Those are standard vertical blinds in the picture. 

It gets a 4/5 for less than stellar suction and large particle cleanup."
bestbuy,LG A939KBGS,4,"May 26, 2022 1:07 PM",Mukman,Nice Multi Use Vacuum,"Set up and instructions were easy to follow.

LG even supplies 2 quick access cards with all the assembly and maintenance items needed. Well formatted and written.

You also can download an app called LG ThinQ to your phone. This is a smart home app for all things LG.  It allows you to see the usage of the vacuum, charge status, run diagnostic and shop at LG store. (As of the writing of this review, I could not find the filter bags at the LG store)

As quick overview, below are my pros and cons.

Pros:
•	Good Suction levels
•	Rolls Nice – Head stays down
•	Good battery life when in default mode
•	NO CORD
•	Self-Cleaning
•	Light weight
•	Extra battery with onboard charging
•	Hidden tool storage
•	Easy extend/disconnect buttons
•	On/off Power button

Cons:
•	Only 9” wide brush
•	Filter bag cost
•	Mop head unit disappointing
•	Would like larger collection bag or canister (People with pets)
•	Will push around larger items like cereal/pretzels on hardwood floors

Overall, I really like this, LG CordZero. It does the job well for what is designed for. The Self-cleaning tower is probably the most impressive feature.

 
As mentioned above (in Cons) the only small tweaks I would prefer is to make the head a little larger to cover more area at a time. The small size does have the advantage of getting between items like chairs though.


 I would also like to see either larger holding bag in the self-cleaning unit, or a canister you could just dump out. 
We have two dogs that shed, so the cleaning bag located in the self-cleaning stand will fill up quickly. 
I have used this about 10 times and the bag is almost full.
This will result in an added expense, so I do wish this bag was larger, or less cost for replacements. I found the bags online at $19.99 for a pack of three. (Thee came with the unit). If you have no animals, this will not be a problem for you.


Experience with cleaning: 

The stick itself is easy to extend with the push of a button. Much easier than other units I have tested.
You can easily add the accessory pieces to reach into ceiling corners etc. I did use the brush accessory to clean our ceiling fan grills and found that I had to use the turbo mode to prevent the dust from just falling on my head. All other vacuuming, I have used the default mode and it seemed to clean well.


What my wife noticed early on is that this unit will clean the light bathroom rugs without sucking them into the head unit like others do. Best vacuum so far at this task.


My experience with cleaning hardwood floors is that if you have normal dirt, it cleaned fine. If you had a larger piece of dried food, such as broken pretzel or a piece of cereal, the head unit would just push it around. If you need to pick those items up, I found if I simply picked up the head and pulled backwards over the debris, it picked up fine. I did use the Power mode for more suction.


Carpet cleaning worked well in normal mode.


The power and function switches are located on the top. No need to hold the button down to clean like some other units. You can hit the plus button for more suction and minus for less. If you hold the plus button down for three seconds you get into turbo mode. This has incredible suction but will drain your battery quickly.

Battery Max run time as indicated on the supplied card:
Using nozzle:
Turbo Mode – 6  Minutes
Power Mode – 20 Minutes
Normal Mode – 40 Minutes

Using a tool:
Turbo Mode – 7  Minutes
Power Mode – 30 Minutes
Normal Mode – 60 Minutes


The self-cleaning tower unit has a clean look, stores all your tools, and does a great job emptying the canister. It stands 40” tall and need to plug into the wall outlet. It stores all accessories and holds and charges the spare battery and the vacuum.

Every time you store the vacuum, you need to retract the stick and place into the base. Automatically the unit will empty the canister. This is a little loud but only last about 30 seconds. You can press the start/stop button on the top of the tower to bypass this if you like.


The Kompressor slider is nice feature. It allows you to compact the dirt in the canister using a simple slider lever, allowing more use between having to empty. Also allows you to discharge dirt when manually emptying the canister. Other units I have tested lack this feature and forces you to use a tool or your fingers to get all the dirt out. Nice job LG.

Speaking of tools, LG does include a small brush to clean out the canister when doing maintenance.

Filters appear easy to maintain and do an awesome job filtering out the dust and allergen particles.



Mop Head feature:

We did not find this super useful. It does an okay job laying water down on the floor to maybe remove something items the vacuum could not, but if has no option to spot treat with a little extra water like some mop units. The head has three water dispensing settings, Off, Low & High.
You are instructed to only fill the reservoir with water. We may try spraying some floor cleaner down first to see if we get better results. 
You must go slow when cleaning as well. After we cleaned the kitchen floor, we then ran a swiffer over the area and found it picked up quite a bit of dirt. So not sure this mop head will be used much for us.

So, final thoughts. I would say for a house mostly with carpet or hard floors with standard debris, this is a nice unit. The self-empty feature is fantastic.

If you have mostly hardwood, with kids that drop cereal or such larger (Pea size of large) items on the floor that you would like to pick up with the vacuum, there might be better choices such as vacuums with front soft roller, or other method to pick up larger items.
If you have mostly carpet and want a universal vacuum that can do your daily tasks, has a tower that can not only store and charge the vacuum but can also self-empty and hold all the accessories PLUS another battery. Then you might consider this LG CordZero All in One Auto Empty.
If the auto empty is not a feature you need, LG does offer other options for less cost.

Warranty – 1 year parts and labor, but 10 year on the Inverter motor.

~Reviewers in this invitation-only program are provided products for the purpose of writing honest, unbiased reviews"
bestbuy,LG A939KBGS,3,"Dec 28, 2022 9:47 PM",Rissarella,"Good, but not great.","I love the ease of the self emptying compressor. Very lightweight.
Downside is that it gets clogged very easily and doesn't have the best suction. I also still can't figure out the mop portion, which is the main reason I chose this model.
For the price tag, I expect it to perform better. I wish I would have saved my money and purchased something else."
bestbuy,LG A939KBGS,5,"May 30, 2022 11:29 PM",underdog217,This certainly doesn’t suck,"This vacuum is amazing with a lot of great features. When you first open the box, the vacuum and attachments are in three boxes. The initial set-up of the vacuum is fairly easy once you open everything. The base for the vacuum is very simple and modern. The vacuum sits nicely in the middle with auto charging, the sides are actually doors where you can store the attachments, the bag is on the inside of the base, and the extra battery charges on top. I love that I can store everything and not have to see it all. The package comes with the vacuum itself, the base, two batteries, a general vacuum attachment, pet hair attachment, mopping attachment, two smaller attachments, a spare battery, 4 microfiber mop clothes, two reusable filters, and two bags.

In my apartment, I have rugs and laminate floors. I had no issues with using the general vacuum attachment to clean everything. The suction is great, but you are able to increase the suction to turbo. The turbo works great for hair or extra dirt, but it does drain the battery quite a bit more. I recently had a friend with a dog visit and was excited to test out the pet hair attachment. It’s significantly smaller so if you have a large space, it may take longer to clean. I think it did a great job getting all of the hair out of my rugs. If you have a pet that is a heavy shedder, this may not be for you but mild-moderate shedding would be fine. They have a soft attachment that I used for corners, baseboards, window sills and it was perfect for cleaning up some dust.  

I was very excited about the mopping attachment. I think it’s a wonderful feature with some limitations. Directions say to only use water, so you can’t use any floor cleaner. You are suppose to wet the pads before starting, which is definitely necessary! The mop attachment has a water reservoir and three levels to dispense water: no water, low water, or high water. It certainly dispenses a lot less than I expected. I’ve kept it on high water and by the time I clean my kitchen floors, I couldn’t even tell the water tank was empty. I think this is a great feature for just regular maintenance of floors, but if you need to really clean them, may need to use a regular mop. The microfiber clothes are soft on the floor and the vacuum does a great job rotating them while cleaning. Safe to use on my laminate floor.

LG has produced a package of additional attachments to use with this vacuum, including a mattress attachment. I use the pet hair attachment on my mattress recently and worked fine! But it’s nice to know there are extra attachments to purchase. 

The biggest highlight of the system is the automatic dispensing. There’s nothing I hate more than emptying a vacuum and getting dust and hair everywhere. Once you bring the vacuum back to the base, it automatically charges and automatically cleans out the debris in the vacuum and dumps it into the bag. The system alerts you when the bag is ready to be changed. It does such a wonderful job at getting everything out of the vacuum! It is a bit loud when it does this, but it doesn’t take long. 

Overall, I highly recommend this vacuum! It’s sleek, lightweight, easy to use, and keeps everything clean. There’s always limitations to cordless vacuums, but overall this vacuum does an excellent job. I’m very satisfied and looking forward to cleaning with it!!"
bestbuy,LG A939KBGS,3,"May 19, 2022 3:04 PM",bamfsig45,"Light weight, easy to use. Not the best suction.","The box this comes in is large, everything is packed nice and neat. Setup is pretty straight forward. But reading the guide might help some people.  The included attachments are the Power Mop for your kitchen or bathroom and hard surfaces. The crevice tool, a 2n1 combination tool, the telescopic wand and the Universal Power Nozzle, and two replacement vacuum bags for the base. All the attachments have a storage spot inside the two doors that open on either side of the main base station. Together this has everything you would need for keeping things clean.

Also has two rechargeable batteries with the following usage times.  Normal: 120min, Power: 60min, Turbo: 14min. Normal: 80min, Power: 40min, Turbo: 12min.  The batteries charge in the base/charging tower which is highly convenient.  One stays on the stick vacuum to charge and the other goes into the top compartment for charging.  

Onto the real world usage that I've done.  First I did not download the LG ThinQ app that is supposed to tell you things like cleaning patterns and errors ect.  Second the batteries come drained which will require charging before use.  I let them charge overnight.  Also, I have not used the power mop yet as of this review.  But plan too soon.  Its a vacuum first IMO.

I have a German Shepherd and if you know the breed, well they shed like crazy. So a good vacuum with lots of power is a necessity.  When first turning the stick vacuum on its in Normal mode. I could tell immediately that it wasn't going to be powerful enough for the job ahead. I quickly placed the vacuum on Turbo mode and it worked a lot better.  Still not perfect, but better than the default normal setting.  After 5 minutes of vacuuming I got a clog, the vacuum errored out and turned off.  I had to remove the attachments and pull out the hair from the top of the wand where it connects to the main unit, next to the canister. It appeared as though there was something large blocking the airway. Nope just dog hair.  After clearing the clog I went back to vacuuming and never had a clogging issue again (two days straight now).  Even the auto empty feature of the base would not unclogged the vacuum, just so you know.  But, as long as everything is in the canister then the auto emptying feature works very well.  You have to get the stick vacuum just right in the base for the Auto empty feature to work. Took me a couple times to get it right.

I did use this vacuum without the Power Nozzle for some spot cleaning and that worked ok.  It was just more dog hair along the edges of the rooms and the corners. Nothing big like spilt cereal or other food items. I feel it might struggle.

I feel the price for what you get, is a little high.  It just doesn't seem to have the power of my full size vacuum. And maybe it wasn't meant to replace that. But for the price you would think it would.  I will continue to use it full time though before I make up my mind fully.  Maybe if I didn't have a dog that sheds so much this would be a better fit.

I think for apartment dwellers and people without dogs (or at least shedding dogs) this would be a better fit.  Its hard to recommend this vacuum.  Another last minute note.  The vacuum bags are 19.00 a piece and according to the LG website the bags will hold 3 Kompressed loads of dirt before needing replaced. That's going to get expensive if you ask me.  I bet I find myself emptying the bags and re-using them. If that's even a possibility."
bestbuy,LG A939KBGS,5,"May 19, 2022 5:04 PM",Zaid,"All-In-One Vacuum, storage, charge, and mop","During the last decade and companies are working on designing vacuums that are lightweight, cordless, easy to navigate, and emptying canisters. Usually, we have several options out there in the market to choose from but none of them truly offers what I exactly need. besides to aforementioned specs, self-emptying is becoming a demand. Personally, I would prefer to buy vacuums with such a feature only because of time constraints that lead me to invest in robot vacuums even though they are not as powerful as the regular human-operated ones. I believe and after my experience with this LG CordZero, I found that this LG provides me with a lot of conveniences; it is an all-in-one vacuuming solution, lightweight, and truly cordless since the tower serves as a storage, charger, and self-emptying whenever the vacuum is docked. it has powerful suction and looks modern and stylish. 

The LG tower has two doors that serve as storage areas to store different attachments in each door compartment. In addition, The tower top is accessible it has a lid that can open up, and inside that small compartment, there is a charging station as well as a storage area for the second battery located underneath the top lid of the tower. This means there is always a spare charged battery that is always ready to use if needed. This top lid is a touch display where all touch control buttons are located such as auto mode, battery life, and dust emptying. Auto mode activates the self-emptying every time the vacuum sits back on the tower. By turning off the auto mode, self-emptying can be activated manually. The middle area when both doors are open is the house of the dust bag. I like the vacuum telescopic wand, it is adjustable and sturdy and easy to use and maneuver to reach low and high places but it does not have headlights which is a drawback to me. 

The power mop feature is my other drawback, according to the manual it is not allowed to use any cleaning solution except water also the pads can be hand-washed only. From my experience, such limitation tells me that the power mop feature is marginal and not meant to be a replacement for the regular powered mop. It is still a nice touch to have for quick mopping but it is that efficient. The bin kompressor is a smart feature that doubles the storage of the tank which is a nice perk and I like it. It has a sliding handle that pushes and compacts debris to have more room for a longer vacuuming run. But what stands out about this stick vacuum is the self-emptying feature, it is convenient and provides a month of peace of mind and hassle-free bin emptying as well as the spare charged battery, and of course, the tower design in which all the attachments are stored, organized, and accessible.   

What is included in this all-in-one vacuum: Stick vacuum, power brush nozzle, telescopic wand, power mini brush, Power mop nozzle, Base plate with 4 self-adhesive pads, 4 washable mop pads, 3 dust bags, 2 batteries, and water cup, cleaning brush, and a combination and crevice tool."
bestbuy,LG A939KBGS,5,"May 17, 2022 7:13 PM",RalphHenry,Powerful Vacuum That Empties Itself,"I was very impressed with the functionality of this vacuum system. There are two parts, the cordless stick vacuum and the power base. The vacuum proved to be very powerful in cleaning about 1200 square feet of carpet on the turbo setting and still had plenty of charge left. This system came with two batteries. It is important to state one battery charges in the base power unit (to be ready when needed) and the other battery will also charge when the stick vacuum is docked on the base unit. Very smart design point. These 26 volt batteries provide a lot more suction power than the usual 14 to 18 volt systems; and proved long lasting as well.
After vacuuming 1200 square feet I noticed that the dust bin on the stick vacuum had about 3 inches of hair and dust particles. I had just used another cordless stick vacuum the day before for the same area. So this test definitely showed the LG vacuum power was far superior. 
The power base unit has its own vacuum setup to suck out the stick vac’s dustbin into a dust bag housed in the power base unit. I can confirm that the 3 inches of pet hair and dust was removed into the base unit (see my before and after photos). When I looked at the stick vac’s dust bin, not only was all the debris gone but it appeared the inside of the dust bin had been wiped clean – great system and a tip of the cap to the LG engineering team. You will notice that when the base unit cleans the stick vacuum dust bin, it actually opens the bottom plate on the dustbin and closes it again when the cycle is completed – I love that kind of engineering. The whole system has solid quality and is very well designed.
The system included a very complete set of accessories that included a small cleaning brush which was very handy for cleaning filters, a crevice tool, a combo brush and suction head that was great for cleaning car floors, a vacuum head with moving roller-brush for carpet, a mop head (2 spinning disc-shaped mops with liquid chamber) and a pet nozzle for furniture and other areas. Wow, a lot of uses covered. All these accessories store in the power base unit.
If all these features aren’t enough, the unit connects to your home’s WiFi system. Now using your cell-phone you can monitor activity of this vacuum system. I initially thought the WiFi control button was on the base unit, but it is on the stick vacuum and is labelled. The unit easily connected to the WiFi – you must use a 2.4 GHz access point.
I did also run the included mop head to clean my kitchen and bathroom floors. Easy job but be sure to wash the mop heads by hand after each use. It’s easier to dry the mop heads in a dryer but don’t put the heads in a washing machine.
The technology used in this vacuum system is outstanding. I highly recommend this vacuum system."
bestbuy,LG A939KBGS,5,"May 26, 2022 10:32 AM",2leo2,"Sweet, Light, Quiet, and Smooth","The LG vacuum is great, lightweight and cleans not only hard floor and carpet, but also itself. The battery lasts about 1.5 hours, which should be enough to clean the It comes with a second battery that can be charged while the primary battery is being used. The charging dock however has a place to store and charge both batteries at the same time if needed.  All accessories have storage space in the base, so you don't have to find a place for them. Has awesome wifi features to detect cleaning efficiency.

The mop attachment is not better than a steam mop but it does the job. The motor is quiet and mobility is smooth and effortless when pushing along the floor. I love the self cleaning feature, saves me time from cleaning out the vacuum myself. It does get loud during this process but it only lasts around 20 seconds. I had to clean out the canister that the waste goes in every 4 full uses, which isn't that often. Assembly is easy, just came in 5 pieces.

Overall, the vacuum is a well needed product and  conveniently packaged in a way to prevent major maintenance."
bestbuy,LG A939KBGS,3,"May 23, 2022 7:24 PM",mdh4pennstate,Good not Great and Expensive Cordless Vacuum / Mop,"With my review of this LG - CordZero Cordless Stick Vacuum with Auto Empty and Kompressor, I give it 3 out of 5 stars.  Upon opening the three boxes, I located the instruction manuals.  Be prepared to dedicate some time to learn how to operate this product because it is not a function of plug and play!  It does take some time to put together, time to learn how to use, and finally, how to maintain.  The entire product takes up some floor real estate, measuring 40"" high, 14"" deep, and 18"" wide with depth and width measurements made with the two doors in the open position.

As for using the vacuum, I cleaned my entire home using the Universal Nozzle, covering luxury vinyl tile and carpet for a total run time of 29-minutes in Normal Mode to a fully exhausted battery.  Luckily there are two batteries with this product with the second battery in the charging station.  I have attached two pictures showing the amount of debris before and after using the Kompressor Lever.  As you can see from the debris, I have two cats that shed a LOT.  I then connected the vacuum back into the charging station and selected the Empty Dust mode.  I have attached a picture showing empty canister along with a picture of the Dust Bag, being approximately 3/4 full.

As for using the Mop Nozzle, you can only fill the mop reservoir with plain tap water with no cleaning agents at all.  There is a supplied water funnel that fills the reservoir with 200ml of water.  The Mop Nozzle is not intended to clean spills and only having the use of only water in the reservoir, I questioned how can this effectively clean floors.  For a test, I cleaned half my kitchen floor and much to my dismay, it didn’t look clean.  Perhaps my floor was too dirty so I found myself spraying a fine mist of tile floor cleaner and then going over with the Mop Nozzle.  If you had to clean a large area, I believe you would have to manually wash the mop heads, to avoid just spreading dirt around.

So in review of the price of $999 versus performance, I find this product not a great buy, hence 3 out of 5 star rating.  Here are some of the shortcomings I find in the design and function.  The vacuum Universal Nozzle does not have a lighted head making for cleaning in dark area or under beds cumbersome.  The size of the Dust Bag leads me to question its longevity before replacement as having mine ¾ filled with one use.  There isn’t a hard floor attachment for the vacuum and would not use the supplied beater-brush heads to clean delicate laminate flooring.  As for the Mop Nozzle, I find this for general light cleaning only along with the inability to use only water in the reservoir.  Finally as for attachments, there is the mention of some very useful attachments that such as Slim Hard Floor Nozzle, Flexible Hose Extension and its Crevice Tool, and Mattress Tool, as part of their Total Care Kit but they are free only if purchased directly through LG.com.  I hope you enjoyed my review of this product and it helps you in your purchase decision."
bestbuy,LG A939KBGS,3,"May 24, 2022 7:52 PM",doop22,It's good but there are better options out there,"I received the LG CordZero Stick Vacuum with high expectations, and after using it for about a week, I was meh about it. 

It comes loaded to the 9s with attachments and spare parts, like washable and reusable filters, a spare battery. What I was not expecting was a mop attachment to clean up small spills.

Set up was simple, just find the parts and build the vacuum like a very expensive Lego set. The canister stand is pretty straight forward, just plug it in to the outlet. It does open up like an armoire revealing compartments for the attachments, you're most likely to use often. The top of the stand flips up, revealing a spot to charge the spare battery. Even the waste bin and filter were already installed and ready to go. With the auto empty feature or it being turned on at all, does lock the vacuum in to the dock so it can't be removed while emptying. It even plays a little song while doing so. 

There is an app that I was told to use while reviewing the CordZero, but it was absolutely useless as it doesn't do much for the function of the vacuum. The most I believe you would use it for would be to reorder replacement filters or something. I wasn't able to register it for warranty as I didn't actually purchase this unit, so there's that unless I didn't something wrong on my end.

In use it's an extremely capable vacuum, it cleans really deep in turbo mode, pretty lightweight and emptying it is super convenient with the Auto Empty feature but can be emptied as any other $90 canister stick vacuum would be able to by just dumping the canister into the trash."
bestbuy,LG A939KBGS,2,"May 27, 2022 9:09 PM",Magneto,Could be better on carpets,"This is a very expensive product and I cannot give it more than two stars. The base had a crack in it when the product arrived and it is something that I did not expect from a 1000 dollar product. Extra headache consumes time and I hope this was just a one--off incident.

It took me around 20 minutes to get the parts out of the boxes, read the directions (two separate booklets: one for the vacuum and one for the charging station. It took me around 30 seconds to put everything together. Unfortunately, the base of the charging station came broken in the box. The charging station has a smart bento box-like design where the parts can be inserted when not in use. There are three different insets for dry vacuum (regular), mopping, and narrower head to reach into corners. The last one is great for staircases, between car seats, and floor corners. The set up looks nifty and cute The battery charger works fast, battery life is good, self-cleaning mechanism of the dust works fine.

While the good looking, moderately heavy, good picker-up-er works well for lighter cleaning on hardwood floor, it could not handle my pet’s fur on carpet. The machine got stuck every few minutes and I had to open the top nozzle and clean out the rod with disposable chop sticks. My kids love crafting and carpeted floor in their room is always full of bits of paper. The bits of paper and the dog fur worked together and chocked the pipe after every two minutes. I will probably use this on hardwood floors, the car, and stairs only.

The function of the wi-fi is unclear to me and I am not sure if I will ever need to use the wifi. The placement of the turbo and wi-fi switches are a problem. It should probably be above the on/off switch instead of below. Or may be on the sides. While vacuuming, my hand kept hitting the turbo and that was a little annoying. Because of its top-heavy design, the vacuum cannot be kept anywhere in upright position except for the charging station. If you lean it on the wall, it will slide down because of the heaviness of the motor. 

This small expensive fancy thing is good for light clean ups but unsuitable for carpeted floors in with furries and messy kids, which is a big disappointment at this price-point."
bestbuy,LG A939KBGS,5,"May 25, 2022 9:43 AM",Idoc,Compact rechargeable self emptying vacuum,"I found the LG CordZero All in One to be quite capable.  It cleans hardwood and tile easily.  Using the mop head to clean was a breeze on our hardwood and kitchen flooring. The battery life was good using only 1 bar after vacuuming the whole house.  I like how lightweight it is and makes cleaning the stairs fast and easy.  It struggles just a bit on low pile rugs, but was able to do the job. A pile adjustment would be a welcome addition. The turbo switch offers more suction when needed. The ability to use the vaccine without the stick extention is great for upholstry and automotive vacuuming. 
As for looks the charging stand will be at home in any modern decor. The stand itself is clean looking and compact. The vacuum automatically empties it's contents and charges when it is docked. The stand hold the vacuum with the stick extension and vacuum head without disassembly. The accessories are stored neatly on the right side hidden from sight under the side door. The left side opens for filter and vacuum bag replacement."
bestbuy,LG A939KBGS,5,"May 19, 2022 7:38 PM",aved0n,Extraordinary and Beautiful,"If i could rate the LG CordZero™ All in One Auto Empty Cordless Stick Vacuum with higher than 5 stars i would do so, gladly.

First lets go over 2 terms that make this vacuum as incredible as it is.

KOMPRESSOR technology means that the dirt and dust is compressed in the waste receptacle thus meaning you have to dump less while vacuuming.

INVERTER technology means that the motor (which boasts a 10 year warranty by LG) operates at less than high speed without sacrificing suction power.

Impressed yet? Stick around it only gets better. A lot of products boast rhat they are a complete system leaving out that for their system to be complete ya have to shell out some more cash.

Not LG!!! Unboxing the LG CordZero™ All in One Auto Empty Cordless Stick Vacuum i found out quickly that this is an All in One system and came with everything needed to handle your vacuuming duties. Unboxing i said to myself, ahh ok but i'll bet it doesnt include XY or Z. It did, right down to extra waste bags.

The hard surface polisher / cleaner was most impressive with its stainless steel cleaning heads to the high quality housing. This isnt some entry level item but a real deal built to last tool.

Speaking of accessories the LG CordZero™ All in One Auto Empty Cordless Stick Vacuum comes with all the usual suspects (attachments), of course all high quality.

Now for the best part. We have all bought vacuumes that have a plethora of attachments that ya have to wonder, where the heck ro i store all of this. Honestly as in my case with the exception of 1 or 2 i wind up misplacing them.

This is why this is unique LG has built in storage foe eveything so it all stays in the base unit and is hidden from view. So Cool!!!

The LG CordZero™ All in One Auto Empty Cordless Stick Vacuum is light as a feather but a powerhouse for cleaning. It jandles pet hair and allergens with ease and with Kompressor tech the dirt is compressed for less stop and go time.

This baby comes with a second battery to give approximately just under 2 hours of cleaning time. Your time may vary. The wand extends so even a 12 year old can vacuum. Ha! Good luck with that though.

The base is a charger for both batteries, holder for accessories and auto recepticle for your debris. This elimintes the spillage of manually dumping the dirt.  Lets be honest, this thing is powerful and attractive. The app tells ya when its time to change bags and can order for you, if you like.

I cant say enough about this unit and I am sure you will agree too.


Cheers!"
