P_ID,negative,neutral,positive,ID,RATING,PARAGRAPHS,KEYWORDS,KEYWORD
562,0.0022111256,0.00822692,0.989562,157,5,cant wait seems great in its box cant wait to use it on christmas but it seems heavy duty and the box is great,"['cant wait seems great', 'box cant wait', 'seems heavy duty']","['cant', 'wait', 'seems', 'great', 'box', 'use', 'christmas', 'heavy', 'duty']"
563,0.0034443333,0.011900126,0.9846555,158,5,awesome vacuum i purchaed this awesome lg vacuum when my dyson died so far i am really happy with it it is way better than dyson highly recommend,"['dyson highly recommend', 'awesome lg vacuum', 'awesome vacuum', 'dyson died', 'way better', 'really happy']","['awesome', 'vacuum', 'purchaed', 'lg', 'dyson', 'died', 'far', 'really', 'happy', 'way', 'better', 'highly', 'recommend']"
564,0.025091562,0.12347567,0.85143274,159,5,yes really good vacuum very comparable to dyson but had addressed the the problems that other vacuums had,['yes really good vacuum'],"['yes', 'really', 'good', 'vacuum', 'comparable', 'dyson', 'addressed', 'problems', 'vacuums']"
565,0.5015054,0.39257878,0.10591584,160,5,"unbelievable used dyson in the past 
purchased after we moved
no feeling of strong air to my face quiet and easy to charge","['unbelievable used dyson', 'strong air', 'past purchased', 'face quiet']","['unbelievable', 'used', 'dyson', 'past', 'purchased', 'moved', 'feeling', 'strong', 'air', 'face', 'quiet', 'easy', 'charge']"
566,0.0038838105,0.018736402,0.97737974,161,5,amazing love it fantastic vacuum and gets up the pet hair from 3 shepherds like it’s nothing,"['3 shepherds like', 'pet hair', 'fantastic vacuum', 'amazing love']","['amazing', 'love', 'fantastic', 'vacuum', 'gets', 'pet', 'hair', '3', 'shepherds', 'like', '’', 'nothing']"
567,0.0031692917,0.021419417,0.97541124,162,5,review fantastic vacuum works well and had a quality build,"['review fantastic vacuum works well', 'quality build']","['review', 'fantastic', 'vacuum', 'works', 'well', 'quality', 'build']"
568,0.0016342549,0.010225775,0.98814,163,4,great item the suction on this little guy is great value would totally buy again,"['great value would totally buy', 'great item', 'little guy']","['great', 'item', 'suction', 'little', 'guy', 'value', 'would', 'totally', 'buy']"
569,0.0013000119,0.0070595643,0.99164045,164,5,good it is very nice and works really well i am happy with this purchase,['works really well'],"['good', 'nice', 'works', 'really', 'well', 'happy', 'purchase']"
570,0.0020440905,0.014589181,0.9833667,165,5,lg vacuum i vacuum my home more often since i got this lg vacuum amazing,"['lg vacuum amazing', 'lg vacuum', 'often since']","['lg', 'vacuum', 'home', 'often', 'since', 'got', 'amazing']"
571,0.119240634,0.34945783,0.53130156,166,2,thincompressor the suction power in this machine is great but the canister compressor completely broke off…,"['canister compressor completely broke', 'suction power']","['thincompressor', 'suction', 'power', 'machine', 'great', 'canister', 'compressor', 'completely', 'broke', 'off…']"
572,0.0019299989,0.018183328,0.97988665,167,5,in my opinion we love using this vacuum with two dogs we use it daily,"['two dogs', 'love using']","['opinion', 'love', 'using', 'vacuum', 'two', 'dogs', 'use', 'daily']"
573,0.0042258683,0.049113967,0.9466602,168,5,lg cordzero easy to setup and use cleans great worth the price,"['use cleans great worth', 'lg cordzero easy']","['lg', 'cordzero', 'easy', 'setup', 'use', 'cleans', 'great', 'worth', 'price']"
574,0.0017385309,0.008905049,0.98935646,169,5,great purchase love it works great and love the push down on the inside,"['great purchase love', 'works great']","['great', 'purchase', 'love', 'works', 'push', 'inside']"
575,0.025351912,0.11283348,0.8618146,170,5,lg cordzero this is my first ever cordless vacuum so i have nothing to compare it with unlike the costco package i was disappointed that this does not come with the soft roller for hard floor i have been able to vacuum my entire house with about 34 of the battery this comes with 2 batteries so it has plenty of vacuum time i use this vacuum for small dirt and debris and it does a surprisingly good job it is very light and easy to maneuver around the house the small attachment is used for sofa and bed and it is somewhat of a miss it does minimal punching to agitate the surface overall i think it does a good job for being a vacuum,"['first ever cordless vacuum', 'surprisingly good job', 'vacuum time', 'good job', 'surface overall', 'soft roller', 'small dirt', 'small attachment', 'minimal punching', 'maneuver around', 'lg cordzero', 'hard floor', 'entire house', 'costco package', '2 batteries']","['lg', 'cordzero', 'first', 'ever', 'cordless', 'vacuum', 'nothing', 'compare', 'unlike', 'costco', 'package', 'disappointed', 'come', 'soft', 'roller', 'hard', 'floor', 'able', 'entire', 'house', '34', 'battery', 'comes', '2', 'batteries', 'plenty', 'time', 'use', 'small', 'dirt', 'debris', 'surprisingly', 'good', 'job', 'light', 'easy', 'maneuver', 'around', 'attachment', 'used', 'sofa', 'bed', 'somewhat', 'miss', 'minimal', 'punching', 'agitate', 'surface', 'overall', 'think']"
576,0.0030615907,0.055024736,0.94191366,171,5,frankie very handy easy and convenient when you need it quickly,['handy easy'],"['frankie', 'handy', 'easy', 'convenient', 'need', 'quickly']"
577,0.02986589,0.14314857,0.82698554,172,5,works great with less noisy like it because air ventilate direction is against from my face,"['less noisy like', 'air ventilate direction', 'works great']","['works', 'great', 'less', 'noisy', 'like', 'air', 'ventilate', 'direction', 'face']"
578,0.32249,0.3667083,0.31080168,173,5,expensive but worth it absolutely love this vacuum we bought this to replace a handheld vacuum because we wanted something longer that we didnt need to bend down to vacuum along our hard wood floorslinoleum it is an expensive vacuum but compared to our other expensive vacuum dyson animal this one out performs anything else that weve owned giving the ease of use a 45 because in order to use the highest power setting you have to hold the speed button down for 35 seconds the low and medium speeds are easily accessible by simply pressing the button its a minor inconvenience that doesnt seem bad at first but does get aggravating when you are waiting for high speed to start also the app is pretty much worthless only reason for the app is to keep track of use time but our app constantly stops tracking the vacuum and you have to resync the app with the vacuum to get the use time working again we usually dont bother resetting the app because we dont see a reason to keep track of the vacuums usage time,"['app constantly stops tracking', 'usually dont bother resetting', 'expensive vacuum dyson animal', 'weve owned giving', 'wanted something longer', 'pretty much worthless', 'performs anything else', 'highest power setting', 'hard wood floorslinoleum', 'doesnt seem bad', 'vacuums usage time', 'use time working', 'expensive vacuum', 'use time', 'dont see', 'vacuum along', 'handheld vacuum', 'start also', 'speed button', 'simply pressing', 'minor inconvenience', 'medium speeds', 'keep track', 'high speed', 'get aggravating', 'easily accessible', 'didnt need', 'absolutely love', '35 seconds']","['expensive', 'worth', 'absolutely', 'love', 'vacuum', 'bought', 'replace', 'handheld', 'wanted', 'something', 'longer', 'didnt', 'need', 'bend', 'along', 'hard', 'wood', 'floorslinoleum', 'compared', 'dyson', 'animal', 'one', 'performs', 'anything', 'else', 'weve', 'owned', 'giving', 'ease', 'use', '45', 'order', 'highest', 'power', 'setting', 'hold', 'speed', 'button', '35', 'seconds', 'low', 'medium', 'speeds', 'easily', 'accessible', 'simply', 'pressing', 'minor', 'inconvenience', 'doesnt', 'seem', 'bad', 'first', 'get', 'aggravating', 'waiting', 'high', 'start', 'also', 'app', 'pretty', 'much', 'worthless', 'reason', 'keep', 'track', 'time', 'constantly', 'stops', 'tracking', 'resync', 'working', 'usually', 'dont', 'bother', 'resetting', 'see', 'vacuums', 'usage']"
579,0.005085232,0.05154475,0.94337,174,5,excellent vacuum great vacuum for being a cordless great on any floors,"['excellent vacuum great vacuum', 'cordless great']","['excellent', 'vacuum', 'great', 'cordless', 'floors']"
580,0.0018372093,0.008192842,0.9899699,175,5,for tech nerds i love everything lg great products and very reliable,"['love everything lg great products', 'tech nerds']","['tech', 'nerds', 'love', 'everything', 'lg', 'great', 'products', 'reliable']"
581,0.49131793,0.3909974,0.11768461,176,3,"too expensive not a ton of suction 
doesn’t pick up more then crumps unless your using just the hose
hopefully last long cause it’s was expensive","['hose hopefully last long cause', 'crumps unless']","['expensive', 'ton', 'suction', '’', 'pick', 'crumps', 'unless', 'using', 'hose', 'hopefully', 'last', 'long', 'cause']"
582,0.0838752,0.2581145,0.6580103,177,3,vacuum overpriced shark is as good at half the price i would actually like to return it and get my money back,"['would actually like', 'vacuum overpriced shark', 'money back']","['vacuum', 'overpriced', 'shark', 'good', 'half', 'price', 'would', 'actually', 'like', 'return', 'get', 'money', 'back']"
583,0.0062914314,0.0337968,0.9599118,178,5,powerful easy to use long battery life i purchased this stick vac for a new house we just moved into with all hardwood floors this thing is awesome highly recommend for a quick clean up on turbo the batteries do drain quicker but turbo is far more than you will need in most situations,"['use long battery life', 'awesome highly recommend', 'stick vac', 'quick clean', 'powerful easy', 'new house', 'hardwood floors', 'drain quicker']","['powerful', 'easy', 'use', 'long', 'battery', 'life', 'purchased', 'stick', 'vac', 'new', 'house', 'moved', 'hardwood', 'floors', 'thing', 'awesome', 'highly', 'recommend', 'quick', 'clean', 'turbo', 'batteries', 'drain', 'quicker', 'far', 'need', 'situations']"
584,0.41445655,0.5082717,0.07727176,179,3,lg vaccuum it does not seem to vacuum strongly i expected it to be strong,"['vacuum strongly', 'lg vaccuum']","['lg', 'vaccuum', 'seem', 'vacuum', 'strongly', 'expected', 'strong']"
585,0.81854343,0.15669417,0.024762442,180,1,back to the dyson wanted to try a different brand went with lg after reading reviews this has to be the worst handheld vac i’ve owned no suction power at all compared to dyson after owing multiple dyson handheld versions from v8 animal to the cyclone v10 i will be returning this for a new dyson,"['owing multiple dyson handheld versions', 'worst handheld vac', 'different brand went', 'new dyson', 'dyson wanted', 'v8 animal', 'suction power', 'reading reviews', 'cyclone v10']","['back', 'dyson', 'wanted', 'try', 'different', 'brand', 'went', 'lg', 'reading', 'reviews', 'worst', 'handheld', 'vac', '’', 'owned', 'suction', 'power', 'compared', 'owing', 'multiple', 'versions', 'v8', 'animal', 'cyclone', 'v10', 'returning', 'new']"
586,0.014774472,0.16129692,0.8239286,181,5,cordless sstick vacuum very light and easy to use picks up a lot of dirt and dust,"['cordless sstick vacuum', 'use picks']","['cordless', 'sstick', 'vacuum', 'light', 'easy', 'use', 'picks', 'lot', 'dirt', 'dust']"
587,0.06418019,0.22627549,0.70954436,182,5,"great vacuum the vac is well made and has great cleaning power 
the kompressor mechanism for compressing dirt is a step saver in reduced trips to empty the canister
we had the non kompressor model and returned it to costco
frankly lg shouldnt even offer the nonkompressor model
there is an updated k model announced at ces january 2021 but so far no sign of product availability or pricingit has a docking station to receive and empty the dustbin trash each time you dock for charging","['costco frankly lg shouldnt even offer', 'updated k model announced', 'ces january 2021', 'non kompressor model', 'great cleaning power', 'nonkompressor model', 'kompressor mechanism', 'great vacuum', 'well made', 'step saver', 'reduced trips', 'product availability', 'dustbin trash', 'docking station', 'compressing dirt']","['great', 'vacuum', 'vac', 'well', 'made', 'cleaning', 'power', 'kompressor', 'mechanism', 'compressing', 'dirt', 'step', 'saver', 'reduced', 'trips', 'empty', 'canister', 'non', 'model', 'returned', 'costco', 'frankly', 'lg', 'shouldnt', 'even', 'offer', 'nonkompressor', 'updated', 'k', 'announced', 'ces', 'january', '2021', 'far', 'sign', 'product', 'availability', 'pricingit', 'docking', 'station', 'receive', 'dustbin', 'trash', 'time', 'dock', 'charging']"
588,0.50240386,0.45492685,0.042669296,183,3,average product power is lower than dyson but price is same as dyson i dont suggest this product if price drop down to 300 is ok,"['average product power', 'price drop', 'dont suggest']","['average', 'product', 'power', 'lower', 'dyson', 'price', 'dont', 'suggest', 'drop', '300', 'ok']"
589,0.0015190287,0.007958796,0.9905222,184,5,love it this vacuum has been an awesome addition to our household its light and the 3 modes are great we switch between power and turbo and its also very helpful having 2 batteries the docking station is convenient and out of the way,"['docking station', 'awesome addition', '3 modes', '2 batteries']","['love', 'vacuum', 'awesome', 'addition', 'household', 'light', '3', 'modes', 'great', 'switch', 'power', 'turbo', 'also', 'helpful', '2', 'batteries', 'docking', 'station', 'convenient', 'way']"
590,0.0015773018,0.011231737,0.98719096,184,5,great suctionsounds futuristic and having the app is awesome as well would recommend to anyone,"['well would recommend', 'great suctionsounds futuristic']","['great', 'suctionsounds', 'futuristic', 'app', 'awesome', 'well', 'would', 'recommend', 'anyone']"
591,0.48193377,0.4830065,0.035059754,185,3,dont go by the pictures please note that this package does not include the hard floor soft brush roller,"['hard floor soft brush roller', 'pictures please note', 'dont go']","['dont', 'go', 'pictures', 'please', 'note', 'package', 'include', 'hard', 'floor', 'soft', 'brush', 'roller']"
592,0.0018694076,0.014717568,0.983413,186,5,powerful stick vac i really like this lg stick vacuum the dust bin is easy to clean and i like that it comes with two batteries connecting it to the wifi is easy and very helpful,"['two batteries connecting', 'powerful stick vac', 'lg stick vacuum', 'really like', 'dust bin']","['powerful', 'stick', 'vac', 'really', 'like', 'lg', 'vacuum', 'dust', 'bin', 'easy', 'clean', 'comes', 'two', 'batteries', 'connecting', 'wifi', 'helpful']"
593,0.96855956,0.027619015,0.0038214242,187,1,"zero stars zero stars 
this vacuum did not work from the moment it came out of the box i made the mistake of calling lg instead of returning and while waiting for lg to get back to me i lost my return time i was stuck with this lemon of vacuum they replaced the motor twice a waste of 650","['zero stars zero stars', 'calling lg instead', 'return time', 'motor twice', 'get back']","['zero', 'stars', 'vacuum', 'work', 'moment', 'came', 'box', 'made', 'mistake', 'calling', 'lg', 'instead', 'returning', 'waiting', 'get', 'back', 'lost', 'return', 'time', 'stuck', 'lemon', 'replaced', 'motor', 'twice', 'waste', '650']"
594,0.3811955,0.3685066,0.2502979,188,1,"don’t buy we used vacuum 23 times a week during 3 month and it was great but week after went to crazy battery works up to 1 min and turbo going by itself 
so it’s not returnable now with 10 years warranty which not works if spent 600 for 3 month vacuuming good for you go ahead and get that product","['used vacuum 23 times', '3 month vacuuming good', 'crazy battery works', '10 years warranty', '3 month', 'turbo going', 'spent 600', 'go ahead', '1 min']","['’', 'buy', 'used', 'vacuum', '23', 'times', 'week', '3', 'month', 'great', 'went', 'crazy', 'battery', 'works', '1', 'min', 'turbo', 'going', 'returnable', '10', 'years', 'warranty', 'spent', '600', 'vacuuming', 'good', 'go', 'ahead', 'get', 'product']"
595,0.0025074226,0.012225302,0.9852673,189,5,awesome vaccum this is a very powerful goodsized vacuum while it might seem expensive it is worth every penny great suction easy emptying and fits in the corner of a room or closet very easily good attachments for more difficult spots have only had it for about a month but we absolutely love it,"['worth every penny great suction easy emptying', 'powerful goodsized vacuum', 'might seem expensive', 'easily good attachments', 'difficult spots', 'awesome vaccum', 'absolutely love']","['awesome', 'vaccum', 'powerful', 'goodsized', 'vacuum', 'might', 'seem', 'expensive', 'worth', 'every', 'penny', 'great', 'suction', 'easy', 'emptying', 'fits', 'corner', 'room', 'closet', 'easily', 'good', 'attachments', 'difficult', 'spots', 'month', 'absolutely', 'love']"
596,0.6810176,0.26851672,0.050465688,190,3,being generous in my rating overall a mediocre product one of the few times i’m glad i just didn’t start breaking down the box it came in and trashed it the main cleaning roller attachment used for daily cleaning isn’t very agile and feels like it’s skipping across both a no to low pile type area carpet and hardwood floors it’s doesn’t feel like it’s gliding across the floor and pulling dirt and pet hair as it passes by it as many previous reviewers have indicated wait before you put the stand together and decide if the product is right for your home the smaller attachment that would be used for furniture is literally useless  hard piece of plastic that oscillates in stead of spins  barley touched cat or dog hair from furniture ended up using the main cleaning attachment to do the job overall versatility is not there clean your car seats or floors not exactly pleased at this price point the only positive i have is 2 batteries  and a simple on off button beyond that i have nothing else to offer there is a reason it’s only garnered a 45 rating overall  i’ve given it a 3 where i believe this product truly should be and boxing it back up,"['low pile type area carpet', 'main cleaning roller attachment used', 'spins barley touched cat', 'literally useless hard piece', 'main cleaning attachment', 'many previous reviewers', 'job overall versatility', 'mediocre product one', '45 rating overall', 'smaller attachment', 'daily cleaning', 'rating overall', 'product truly', 'start breaking', 'stand together', 'skipping across', 'pulling dirt', 'price point', 'pet hair', 'nothing else', 'indicated wait', 'hardwood floors', 'gliding across', 'furniture ended', 'feels like', 'feel like', 'exactly pleased', 'dog hair', 'car seats', 'button beyond', '2 batteries']","['generous', 'rating', 'overall', 'mediocre', 'product', 'one', 'times', '’', 'glad', 'start', 'breaking', 'box', 'came', 'trashed', 'main', 'cleaning', 'roller', 'attachment', 'used', 'daily', 'agile', 'feels', 'like', 'skipping', 'across', 'low', 'pile', 'type', 'area', 'carpet', 'hardwood', 'floors', 'feel', 'gliding', 'floor', 'pulling', 'dirt', 'pet', 'hair', 'passes', 'many', 'previous', 'reviewers', 'indicated', 'wait', 'put', 'stand', 'together', 'decide', 'right', 'home', 'smaller', 'would', 'furniture', 'literally', 'useless', 'hard', 'piece', 'plastic', 'oscillates', 'stead', 'spins', 'barley', 'touched', 'cat', 'dog', 'ended', 'using', 'job', 'versatility', 'clean', 'car', 'seats', 'exactly', 'pleased', 'price', 'point', 'positive', '2', 'batteries', 'simple', 'button', 'beyond', 'nothing', 'else', 'offer', 'reason', 'garnered', '45', 'given', '3', 'believe', 'truly', 'boxing', 'back']"
597,0.0047997753,0.021069445,0.97413075,191,4,love this vacuum i am pleased with my purchase i have dogs and cats and this picks up all the fur and messes easy to dispose from the container and easy to wash and clean convenient and lightweight and glides easily on hard floors,"['messes easy', 'hard floors', 'glides easily', 'clean convenient']","['love', 'vacuum', 'pleased', 'purchase', 'dogs', 'cats', 'picks', 'fur', 'messes', 'easy', 'dispose', 'container', 'wash', 'clean', 'convenient', 'lightweight', 'glides', 'easily', 'hard', 'floors']"
598,0.94017005,0.05173693,0.008093094,192,1,waste of money regret this decision to purchase such an expensive vacuum the suction is awful using the turbo doesn’t really help just drains the battery faster don’t waste your money i should’ve taken it back but ran out of time on the return policy,"['return policy', 'really help', 'money regret', 'expensive vacuum', 'battery faster', 'awful using']","['waste', 'money', 'regret', 'decision', 'purchase', 'expensive', 'vacuum', 'suction', 'awful', 'using', 'turbo', '’', 'really', 'help', 'drains', 'battery', 'faster', 'taken', 'back', 'ran', 'time', 'return', 'policy']"
599,0.022674682,0.09745311,0.87987214,193,5,love the cordless portability this is an amazing vacuum albeit at a price point that many including myself feel is a little too high i have a roomba i7 that runs monday through friday but i also have three dogs that shed quite a bit so even with the roomba running a lot there still tends to be dog hair around the house i love that i can grab this lg vacuum and just walk over and suck it up no plugging anything in or looking for the nearest outlet it is lightweight and decently powerful keep in mind i do not use this vacuum to clean the whole house it is mainly for getting into areas where the roomba is unable to or cleaning over the weekend when the roomba does not run it comes with some nice attachments including one that punches fabric to release dirt for my familys use this vacuum is a great addition for our cleaning regimen and its portability makes me more likely to grab it quickly when i see dust bunnies around the house,"['see dust bunnies around', 'nice attachments including one', 'dog hair around', 'decently powerful keep', 'amazing vacuum albeit', 'many including', 'lg vacuum', 'whole house', 'three dogs', 'still tends', 'shed quite', 'runs monday', 'roomba running', 'roomba i7', 'release dirt', 'punches fabric', 'price point', 'portability makes', 'plugging anything', 'nearest outlet', 'great addition', 'familys use', 'cordless portability', 'cleaning regimen']","['love', 'cordless', 'portability', 'amazing', 'vacuum', 'albeit', 'price', 'point', 'many', 'including', 'feel', 'little', 'high', 'roomba', 'i7', 'runs', 'monday', 'friday', 'also', 'three', 'dogs', 'shed', 'quite', 'bit', 'even', 'running', 'lot', 'still', 'tends', 'dog', 'hair', 'around', 'house', 'grab', 'lg', 'walk', 'suck', 'plugging', 'anything', 'looking', 'nearest', 'outlet', 'lightweight', 'decently', 'powerful', 'keep', 'mind', 'use', 'clean', 'whole', 'mainly', 'getting', 'areas', 'unable', 'cleaning', 'weekend', 'run', 'comes', 'nice', 'attachments', 'one', 'punches', 'fabric', 'release', 'dirt', 'familys', 'great', 'addition', 'regimen', 'makes', 'likely', 'quickly', 'see', 'dust', 'bunnies']"
600,0.002358109,0.018130971,0.9795109,194,5,excellent choice it works perfectly it comes with useful accesories great suction power comfortable to manage the double battery is great when you are performing a full house cleaning session i recommend it,"['useful accesories great suction power comfortable', 'full house cleaning session', 'works perfectly', 'excellent choice', 'double battery']","['excellent', 'choice', 'works', 'perfectly', 'comes', 'useful', 'accesories', 'great', 'suction', 'power', 'comfortable', 'manage', 'double', 'battery', 'performing', 'full', 'house', 'cleaning', 'session', 'recommend']"
601,0.94689786,0.047704097,0.0053980034,195,1,poor quality purchased this item to a replace another stick vac that died after two years this one didn’t even make it 6 weeks using it today the vacuum started pulsing and then died emptied and cleaned the container same thing happened not worth the hundreds of dollars they ask for,"['replace another stick vac', 'vacuum started pulsing', 'poor quality purchased', '6 weeks using', 'two years', 'thing happened', 'even make', 'died emptied']","['poor', 'quality', 'purchased', 'item', 'replace', 'another', 'stick', 'vac', 'died', 'two', 'years', 'one', '’', 'even', 'make', '6', 'weeks', 'using', 'today', 'vacuum', 'started', 'pulsing', 'emptied', 'cleaned', 'container', 'thing', 'happened', 'worth', 'hundreds', 'dollars', 'ask']"
602,0.0025264332,0.02983009,0.9676435,196,5,great lightweight vaccum having four pets we needed something that was easy to use every day this is a small lightweight but powerful vaccum it cleans very well and holds a good charge,"['use every day', 'great lightweight vaccum', 'small lightweight', 'powerful vaccum', 'needed something', 'good charge', 'four pets']","['great', 'lightweight', 'vaccum', 'four', 'pets', 'needed', 'something', 'easy', 'use', 'every', 'day', 'small', 'powerful', 'cleans', 'well', 'holds', 'good', 'charge']"
603,0.010794235,0.031000625,0.95820516,197,5,great vacuum i got this because our old trinational hoover was a pain to use on stairs and was always getting clogged with dog hair i got this because it was on sale and had more useful features than what came with a dyson so glad i got this it cleans amazingly is so quite and easily is able to clean my entire house on one battery this is a great vacuum and highly recommend as an alternative to dyson if i could change anything i would of bought the lg vacuum that came with the power mop attachment but overall this is a great product and you wont be disappointed,"['power mop attachment', 'old trinational hoover', 'could change anything', 'always getting clogged', 'useful features', 'one battery', 'lg vacuum', 'highly recommend', 'great vacuum', 'great product', 'entire house', 'dog hair', 'cleans amazingly']","['great', 'vacuum', 'got', 'old', 'trinational', 'hoover', 'pain', 'use', 'stairs', 'always', 'getting', 'clogged', 'dog', 'hair', 'sale', 'useful', 'features', 'came', 'dyson', 'glad', 'cleans', 'amazingly', 'quite', 'easily', 'able', 'clean', 'entire', 'house', 'one', 'battery', 'highly', 'recommend', 'alternative', 'could', 'change', 'anything', 'would', 'bought', 'lg', 'power', 'mop', 'attachment', 'overall', 'product', 'wont', 'disappointed']"
604,0.0024405613,0.0114472695,0.9861122,198,5,so far so good i’ve only had this vacuum a week but so far it is awesome easily cleans hardwood tile and carpet really good suction lightweight and comfortable to holduse battery life is great easy to empty the canister,"['carpet really good suction lightweight', 'awesome easily cleans hardwood tile', 'holduse battery life', 'great easy']","['far', 'good', '’', 'vacuum', 'week', 'awesome', 'easily', 'cleans', 'hardwood', 'tile', 'carpet', 'really', 'suction', 'lightweight', 'comfortable', 'holduse', 'battery', 'life', 'great', 'easy', 'empty', 'canister']"
605,0.085171774,0.2756797,0.6391485,199,4,expensive and not for everyone but i love it battery vacuums are not for everyone the power is not going to replace your cord but i tried dyson and the lg either must have the largest battery and you will not live without 2 coming with the package that said the lg in highest power is competitive to some corded the canister and filter was far better than dyson the charging station charges both batteries a must feature and in the end the user friendly non cord makes sweeping easy i did have a concern with one battery not charging consistently it has appeared to be user error when docking,"['user friendly non cord makes sweeping easy', 'live without 2 coming', 'lg either must', 'charging station charges', 'user error', 'must feature', 'charging consistently', 'tried dyson', 'one battery', 'largest battery', 'highest power', 'far better', 'battery vacuums']","['expensive', 'everyone', 'love', 'battery', 'vacuums', 'power', 'going', 'replace', 'cord', 'tried', 'dyson', 'lg', 'either', 'must', 'largest', 'live', 'without', '2', 'coming', 'package', 'said', 'highest', 'competitive', 'corded', 'canister', 'filter', 'far', 'better', 'charging', 'station', 'charges', 'batteries', 'feature', 'end', 'user', 'friendly', 'non', 'makes', 'sweeping', 'easy', 'concern', 'one', 'consistently', 'appeared', 'error', 'docking']"
606,0.0073197577,0.03537808,0.95730215,200,4,good vacuum i really enjoy using this vacuum having two batteries makes it much easier since you wont need to rush before your battery dies i do wish it came with a soft roller attachment for hard floors but the included head still does a good job on hard surfaces,"['two batteries makes', 'soft roller attachment', 'really enjoy using', 'much easier since', 'included head still', 'wont need', 'hard surfaces', 'hard floors', 'good vacuum', 'good job', 'battery dies']","['good', 'vacuum', 'really', 'enjoy', 'using', 'two', 'batteries', 'makes', 'much', 'easier', 'since', 'wont', 'need', 'rush', 'battery', 'dies', 'wish', 'came', 'soft', 'roller', 'attachment', 'hard', 'floors', 'included', 'head', 'still', 'job', 'surfaces']"
607,0.0032008935,0.032902274,0.9638968,201,5,small buy mighty i have an upright vacuum that i am very happy with however its quite heavy decided to purchase this lg cordless stick vacuum for convenience this stick vacuum is small but solid i love it for hardwoods area rugs and tile it also does a great job on carpet since its light powerful and cordless i save a ton of time vacuuming going from rooms with hardwood to carpeted rooms is a breeze canister is small however it doesnt bother me,"['lg cordless stick vacuum', 'time vacuuming going', 'quite heavy decided', 'hardwoods area rugs', 'small buy mighty', 'stick vacuum', 'upright vacuum', 'small however', 'light powerful', 'great job', 'doesnt bother', 'carpeted rooms', 'carpet since', 'breeze canister']","['small', 'buy', 'mighty', 'upright', 'vacuum', 'happy', 'however', 'quite', 'heavy', 'decided', 'purchase', 'lg', 'cordless', 'stick', 'convenience', 'solid', 'love', 'hardwoods', 'area', 'rugs', 'tile', 'also', 'great', 'job', 'carpet', 'since', 'light', 'powerful', 'save', 'ton', 'time', 'vacuuming', 'going', 'rooms', 'hardwood', 'carpeted', 'breeze', 'canister', 'doesnt', 'bother']"
608,0.011291914,0.08594999,0.9027581,202,5,"mighty mini this lightweight nimble stick vac stands at the ready and is convenient to use as expected
what really impressed us was the incredible amount of stuff it picks up it completely outperforms the hoover lynx we used for quick pickups  as opposed to regular maintenance when i wanted to avoid hauling out the miele canister
however this mighty mini lg with a hepa filter is now my go to vac handy well designed attachments are easy to use
be forwarned that there is a bit if a learning curve as the weight is more upwards at the handle rather than at the base so it took us some getting use to
however its quite manuverable and very quiet spendy but well designed  worth it","['lightweight nimble stick vac stands', 'vac handy well designed attachments', 'well designed worth', 'miele canister however', 'really impressed us', 'mighty mini lg', 'mighty mini', 'took us', 'regular maintenance', 'quite manuverable', 'quiet spendy', 'quick pickups', 'learning curve', 'incredible amount', 'hoover lynx', 'hepa filter', 'handle rather', 'getting use', 'completely outperforms', 'avoid hauling']","['mighty', 'mini', 'lightweight', 'nimble', 'stick', 'vac', 'stands', 'ready', 'convenient', 'use', 'expected', 'really', 'impressed', 'us', 'incredible', 'amount', 'stuff', 'picks', 'completely', 'outperforms', 'hoover', 'lynx', 'used', 'quick', 'pickups', 'opposed', 'regular', 'maintenance', 'wanted', 'avoid', 'hauling', 'miele', 'canister', 'however', 'lg', 'hepa', 'filter', 'go', 'handy', 'well', 'designed', 'attachments', 'easy', 'forwarned', 'bit', 'learning', 'curve', 'weight', 'upwards', 'handle', 'rather', 'base', 'took', 'getting', 'quite', 'manuverable', 'quiet', 'spendy', 'worth']"
