P_ID,negative,neutral,positive,ID,RATING,PARAGRAPHS,KEYWORDS,KEYWORD
696,0.22812305,0.5058802,0.2659968,248,5, ,[],[]
697,0.008640293,0.08766427,0.90369546,248,5,The LG CordZero comes with two quickrelease batteries and the storagecharging stand accommodates the extra battery when not in use It’s always ready if the battery in the vacuum runs out If both batteries need charging the one in the vacuum charges first then the one stored in the stand I vacuumed the whole main floor stairs the upstairs and a good portion of the basement about 2800 square feet in total on a single battery’s charge Then I switched batteries and attachments and headed outside to do the cars This vacuum so far performs beautifully and it seems there’s nothing it can’t do I have zero complaints ,"['whole main floor stairs', 'storagecharging stand accommodates', 'lg cordzero comes', 'far performs beautifully', '2800 square feet', 'two quickrelease batteries', 'batteries need charging', 'vacuum charges first', 'single battery ’', 'switched batteries', 'vacuum runs', 'extra battery', 'zero complaints', 'one stored', 'headed outside', 'good portion', 'always ready']","['whole main floor stairs', 'lg cordzero comes', 'far performs beautifully', '2800 square feet', 'two quickrelease batteries', 'batteries need charging', 'vacuum charges first', 'storagecharging stand accommodates', 'single battery ’', 'switched batteries', 'zero complaints', 'vacuum runs', 'headed outside', 'good portion', 'extra battery', 'always ready', 'one stored', '’', 'vacuum', 'stand', 'battery', 'one', 'vacuumed', 'use', 'upstairs', 'total', 'seems', 'nothing', 'charge', 'cars', 'basement', 'attachments']"
698,0.22812305,0.5058802,0.2659968,248,5, ,[],[]
699,0.041758984,0.16547802,0.79276305,248,5,On hard floors performance is excellent Over the years I’ve just learned to accept that if I’m picking up some crumbs off a solid surface floor they’re going to scatter beneath the beater brush and I’ll be chasing them or grabbing a damp cloth to thoroughly clean up I dropped a slice of toast in the kitchen crumbs went everywhere and somehow the LG CordZero has cracked the code to picking up crumbs without scatter It’s my second biggest surprise with this vacuum ,"['kitchen crumbs went everywhere', 'solid surface floor', 'second biggest surprise', 'hard floors performance', 'crumbs without scatter', 'scatter beneath', 'thoroughly clean', 'lg cordzero', 'damp cloth', 'beater brush']","['kitchen crumbs went everywhere', 'solid surface floor', 'second biggest surprise', 'hard floors performance', 'crumbs without scatter', 'scatter beneath', 'thoroughly clean', 'lg cordzero', 'damp cloth', 'beater brush', 'crumbs', '’', 'years', 'vacuum', 'toast', 'somehow', 'slice', 'picking', 'learned', 'grabbing', 'going', 'excellent', 'dropped', 'cracked', 'code', 'chasing', 'accept']"
700,0.22812305,0.5058802,0.2659968,248,5, ,[],[]
701,0.036219873,0.16219047,0.8015896,248,5,The biggest surprise of this vacuum is how quietly it operates We can carry on normal conversation while vacuuming without even raising our voices I can hear the TV while vacuuming Our ninepound 12yearold dog hides from the other vacuums but he came right up to this one in operation and gave it a curious sniff How many other vacuums can claim they’re “puppy approved” It never really occurred to me how noisy our past vacuums have been it’s just always been a fact of life Life just got a little more enjoyable ,"['“ puppy approved ”', 'vacuuming without even raising', 'ninepound 12yearold dog hides', 'never really occurred', 'past vacuums', 'normal conversation', 'life life', 'curious sniff', 'came right', 'biggest surprise']","['“ puppy approved ”', 'ninepound 12yearold dog hides', 'vacuuming without even raising', 'never really occurred', 'normal conversation', 'life life', 'curious sniff', 'came right', 'biggest surprise', 'past vacuums', 'vacuuming', 'vacuums', '’', 'voices', 'vacuum', 'tv', 'quietly', 'operation', 'operates', 'one', 'noisy', 'many', 'little', 'hear', 'got', 'gave', 'fact', 'enjoyable', 'claim', 'carry', 'always']"
702,0.22812305,0.5058802,0.2659968,248,5, ,[],[]
703,0.026257945,0.11418176,0.8595603,248,5,My wife is kind of a clean freak and it’s no exaggeration to say that she vacuums 3 times a week She has been unwilling to give up the power of her corded vacuum until now She loves the LG CordZero and we’ve finally found the replacement we have been looking for,"['vacuums 3 times', 'lg cordzero', 'finally found', 'corded vacuum', 'clean freak']","['vacuums 3 times', 'lg cordzero', 'finally found', 'corded vacuum', 'clean freak', '’', 'wife', 'week', 'unwilling', 'say', 'replacement', 'power', 'loves', 'looking', 'kind', 'give', 'exaggeration']"
704,0.0024964758,0.015200829,0.9823027,249,5,"powerful and quiet This is the first time I use LG stick vacuum I always prefer using Dyson products
Anyway this vacuum is pretty good powerful and very quiet
The best thing I like about this product compare to Dyson you dont have to hold the trigger while you vacuum It just has one touch power onoff button which is my wife really like it
I really happy with this new LG vacuum","['always prefer using dyson products anyway', 'one touch power onoff button', 'use lg stick vacuum', 'new lg vacuum', 'pretty good powerful', 'wife really like', 'really happy', 'product compare', 'first time', 'best thing']","['always prefer using dyson products anyway', 'one touch power onoff button', 'use lg stick vacuum', 'new lg vacuum', 'pretty good powerful', 'wife really like', 'really happy', 'product compare', 'first time', 'best thing', 'dyson', 'vacuum', 'powerful', 'like', 'trigger', 'quiet', 'hold', 'dont']"
705,0.026172277,0.07485144,0.8989763,250,5,This vacuum is an absolute UNIT The vacuums ability to go on carpet and on hard wood is extremely convenient Our previous vacuum was inconvenient in which I had to hold the button for it to continue to work The stand is nice for not having to mount it to a wall It’s quiet and easy to clean Holds a great change and out performed our previous vacuum by picking up what it had previously left behind,"['previously left behind', 'vacuums ability', 'previous vacuum', 'hard wood', 'great change', 'extremely convenient', 'clean holds', 'absolute unit']","['previously left behind', 'vacuums ability', 'hard wood', 'great change', 'extremely convenient', 'clean holds', 'absolute unit', 'previous vacuum', 'vacuum', '’', 'work', 'wall', 'stand', 'quiet', 'picking', 'performed', 'nice', 'mount', 'inconvenient', 'hold', 'go', 'easy', 'continue', 'carpet', 'button']"
706,0.69538105,0.2520311,0.05258792,251,5,Easy to use My dyson v8 stopped working due to battery life And there is no way to get dyson battery in Hawaii,"['dyson v8 stopped working due', 'get dyson battery', 'battery life']","['dyson v8 stopped working due', 'get dyson battery', 'battery life', 'way', 'use', 'hawaii', 'easy']"
707,0.042986676,0.6698926,0.28712073,251,5,So I purchased it,[],['purchased']
708,0.09677111,0.67853254,0.22469637,251,5,"Detachable two batteries
That goes without saying","['goes without saying', 'detachable two batteries']","['goes without saying', 'detachable two batteries']"
709,0.0021350714,0.008520567,0.9893443,252,5,Amazing vacuum I absolutely love this vacuum We have always been Dyson users and decided to give this a try Waybetter,"['try waybetter', 'dyson users', 'amazing vacuum', 'absolutely love']","['try waybetter', 'dyson users', 'absolutely love', 'amazing vacuum', 'vacuum', 'give', 'decided', 'always']"
710,0.0065925713,0.052247908,0.94115955,252,5,"1 2 batteries are a bonus
2 Storing you can shorten the stick
3 Inside the canister there is a lever that pushes the gunk down to empty
4 Suction is AMAZING and twice as better then my cordless Dyson ","['stick 3 inside', 'empty 4 suction', 'bonus 2 storing', '1 2 batteries', 'cordless dyson']","['stick 3 inside', 'empty 4 suction', 'bonus 2 storing', '1 2 batteries', 'cordless dyson', 'twice', 'shorten', 'pushes', 'lever', 'gunk', 'canister', 'better', 'amazing']"
711,0.032161918,0.7671954,0.20064272,252,5,I have 3 cats 2 kids and 1 husband,"['3 cats 2 kids', '1 husband']","['3 cats 2 kids', '1 husband']"
712,0.0055836616,0.079416454,0.91499984,252,5,Totally worth the money,['totally worth'],"['totally worth', 'money']"
713,0.0025932165,0.04581991,0.95158684,253,5,"Mychoice I receive one for my birthday
This vaccine is a dream come true
Light  lots of power easy to add attachments","['dream come true light lots', 'receive one', 'power easy', 'add attachments']","['dream come true light lots', 'receive one', 'power easy', 'add attachments', 'vaccine', 'mychoice', 'birthday']"
714,0.0035429152,0.020962423,0.9754946,254,5,Happy Customer LG CordZero Bagless Cordless Stick Vacuum with Kompressor is quiet compact and lightweight The vacuum has great suction it works well on wood tile and carpet I like it better than my old heavy corded vacuum Matter of fact I gave my old heavy vacuum away due to the LG has great suction and easy to maintain around the house A bit pricey but it was worth it Happy with my purchase,"['happy customer lg cordzero bagless cordless stick vacuum', 'old heavy vacuum away due', 'old heavy corded vacuum matter', 'works well', 'wood tile', 'quiet compact', 'maintain around', 'great suction', 'bit pricey']","['happy customer lg cordzero bagless cordless stick vacuum', 'old heavy vacuum away due', 'old heavy corded vacuum matter', 'vacuum', 'lg', 'happy', 'works well', 'wood tile', 'quiet compact', 'maintain around', 'great suction', 'bit pricey', 'worth', 'purchase', 'like', 'lightweight', 'kompressor', 'house', 'gave', 'fact', 'easy', 'carpet', 'better']"
715,0.005025795,0.04316214,0.951812,255,5,Lightweight space saver vacuum This is a light weight Quiet vacuum with 2 long lasting batteries Great suction on hard and carpet floors Much better than my dyson or shark,"['2 long lasting batteries great suction', 'lightweight space saver vacuum', 'light weight quiet vacuum', 'carpet floors much better']","['2 long lasting batteries great suction', 'lightweight space saver vacuum', 'light weight quiet vacuum', 'carpet floors much better', 'shark', 'hard', 'dyson']"
716,0.3273959,0.35439685,0.3182073,256,5,It sucks and is just short of perfect So we have had no less then 5 different cordless vacs in the last 45 years and honestly I think this is the best one yet I would give it 49 stars and will explain why it isnt a full 5 stars ,"['5 different cordless vacs', 'last 45 years', 'full 5 stars', 'best one yet', '49 stars', 'would give']","['5 different cordless vacs', 'last 45 years', 'full 5 stars', 'best one yet', '49 stars', 'would give', 'think', 'sucks', 'short', 'perfect', 'less', 'isnt', 'honestly', 'explain']"
717,0.025714338,0.24620757,0.72807807,256,5,So lets start with some of the basicsIt comes with TWO rechargeable batteries so honestly if you use it right you should really never run out of power during one normal cleaning session ,"['one normal cleaning session', 'two rechargeable batteries', 'really never run', 'lets start', 'basicsit comes']","['one normal cleaning session', 'two rechargeable batteries', 'really never run', 'lets start', 'basicsit comes', 'use', 'right', 'power', 'honestly']"
718,0.029990794,0.3541064,0.61590284,256,5,The charging base is pretty well thought out but this is where I knock the 1 off It holds the spare battery internally and can charge both the vac and the extra at the same time You can mount it to the wall OR it comes with a heavy base extension so this can sit up right And it even hides the cord vertically It holds the two primary attachments right on it so they dont get lost The 1 knock off 5 stars is that there is one other attachment large that needs a home and a small brush would have loved to seen that on this base as well ,"['two primary attachments right', 'spare battery internally', 'small brush would', 'pretty well thought', 'dont get lost', 'heavy base extension', 'charging base', 'even hides', 'cord vertically', 'attachment large', '5 stars', '1 knock']","['two primary attachments right', 'spare battery internally', 'small brush would', 'dont get lost', 'pretty well thought', 'heavy base extension', 'even hides', 'cord vertically', 'charging base', 'attachment large', '5 stars', '1 knock', 'right', 'well', 'base', 'knock', '1', 'wall', 'vac', 'time', 'sit', 'seen', 'one', 'needs', 'mount', 'loved', 'home', 'holds', 'extra', 'comes', 'charge']"
719,0.074338205,0.5499942,0.37566766,256,5,Assembly takes just a couple minutes but getting it all out of the box takes a good 5 minutes ,"['good 5 minutes', 'couple minutes', 'box takes', 'assembly takes']","['good 5 minutes', 'couple minutes', 'box takes', 'assembly takes', 'getting']"
720,0.2897639,0.49415115,0.21608502,256,5,After a charge you are ready to roll This Vac DOES connect to WiFi It is supported by a simple app that will keep track of cleaning history so you can bust the kids if they say they cleaned but there is no history of it and it will tell you battery life Other than that it is probably something that isnt really necessary ,"['isnt really necessary', 'simple app', 'probably something', 'keep track', 'cleaning history', 'battery life']","['isnt really necessary', 'simple app', 'probably something', 'keep track', 'battery life', 'cleaning history', 'history', 'wifi', 'vac', 'tell', 'supported', 'say', 'roll', 'ready', 'kids', 'connect', 'cleaned', 'charge', 'bust']"
721,0.39833504,0.48290092,0.11876405,256,5,When you turn it on if you have an LG washerdryer the tone is going to sound oddly familiar it will take a while to get used to that ,"['sound oddly familiar', 'lg washerdryer', 'get used']","['sound oddly familiar', 'lg washerdryer', 'get used', 'turn', 'tone', 'take', 'going']"
722,0.010879641,0.21150106,0.7776193,256,5,Now for the main function as a vac and it does it well It is light weight lighter then my Dyson easy to move and maneuver and it is relatively quiet If you have light sleepers they will be woken but average sleepers my night even hear you use this ,"['night even hear', 'light weight lighter', 'light sleepers', 'relatively quiet', 'main function', 'dyson easy', 'average sleepers']","['night even hear', 'light weight lighter', 'light sleepers', 'relatively quiet', 'main function', 'dyson easy', 'average sleepers', 'woken', 'well', 'vac', 'use', 'move', 'maneuver']"
723,0.029020455,0.41344157,0.557538,256,5,The canister is pretty large for a hand held wouldnt ask for much larger It has a plunger that will scrub the inside to get dirtdusthair off the air flow pieces so you dont have to do it by hand ,"['hand held wouldnt ask', 'air flow pieces', 'pretty large', 'much larger', 'get dirtdusthair']","['hand held wouldnt ask', 'air flow pieces', 'pretty large', 'much larger', 'get dirtdusthair', 'hand', 'scrub', 'plunger', 'inside', 'dont', 'canister']"
724,0.0062565147,0.08353925,0.91020423,256,5,The extension arm can be completely removed so you can get small tight spaces or you can adjust it to 4 different lengths very easily Very smart and is great for a family when one member is 5ft and the other is 6ft ,"['get small tight spaces', '4 different lengths', 'one member', 'extension arm', 'completely removed']","['get small tight spaces', '4 different lengths', 'one member', 'extension arm', 'completely removed', 'smart', 'great', 'family', 'easily', 'adjust', '6ft', '5ft']"
725,0.0033854707,0.03253854,0.9640759,256,5,The power punch attachment is pretty interesting we just gave it a test run and it does seem to do the job well for some stubborn dirt and other areas ,"['power punch attachment', 'test run', 'stubborn dirt', 'pretty interesting', 'job well']","['power punch attachment', 'test run', 'stubborn dirt', 'pretty interesting', 'job well', 'seem', 'gave', 'areas']"
726,0.63458323,0.29320142,0.072215304,256,5,So the vac does do its job and it sucks but comes with plenty of extras,[],"['vac', 'sucks', 'plenty', 'job', 'extras', 'comes']"
727,0.004485251,0.037809417,0.9577053,257,5,Best vacuum i ever used Strong suction and great battery life With the attachment for hardwood floors no other vacuum beat it corded or cordless,"['ever used strong suction', 'great battery life', 'vacuum beat', 'hardwood floors', 'best vacuum']","['ever used strong suction', 'great battery life', 'vacuum beat', 'hardwood floors', 'best vacuum', 'cordless', 'corded', 'attachment']"
728,0.0049808146,0.033709686,0.96130955,258,5,great for house cleaning it is very easy to operate and productive to use It didnt even need to read user manual to have it do its job immediately,"['read user manual', 'didnt even need', 'job immediately', 'house cleaning']","['read user manual', 'didnt even need', 'job immediately', 'house cleaning', 'use', 'productive', 'operate', 'great', 'easy']"
729,0.46180773,0.29571557,0.24247679,259,3,Review of LG cordless vacuum I was excited to receive this vacuum due to many great reviews I have not been impressed with its actual performance It does have long run time which is great but on the downside it really struggles to remove pet hair from cloth furniture Without a good quality brush roll for furniture there is definitely something lacking It is also very overpriced,"['good quality brush roll', 'remove pet hair', 'many great reviews', 'long run time', 'definitely something lacking', 'cloth furniture without', 'lg cordless vacuum', 'vacuum due', 'really struggles', 'actual performance']","['good quality brush roll', 'remove pet hair', 'long run time', 'definitely something lacking', 'lg cordless vacuum', 'many great reviews', 'cloth furniture without', 'vacuum due', 'really struggles', 'actual performance', 'great', 'furniture', 'review', 'receive', 'overpriced', 'impressed', 'excited', 'downside', 'also']"
730,0.0023968027,0.007493949,0.9901093,260,5,I love this vacuum cleaner This vacuum cleaner is so easy to use It is effective in getting up dirt and dog hair I love how easy it is to empty The standup rack is great for us because it makes the location very portable My wife loves it because it is much lighter than our older vacuum cleaner I love not having to use a bag,"['older vacuum cleaner', 'vacuum cleaner', 'wife loves', 'standup rack', 'much lighter', 'dog hair']","['older vacuum cleaner', 'vacuum cleaner', 'wife loves', 'standup rack', 'much lighter', 'dog hair', 'use', 'us', 'portable', 'makes', 'love', 'location', 'great', 'getting', 'empty', 'effective', 'easy', 'dirt', 'bag']"
731,0.0031253719,0.011402851,0.9854718,261,5,Life changer I absolutely love this vacuum The ease of use and it’s effectiveness were a pleasant surprise even at this price Just never thought a stick could work as well as a traditional style vacuum Charges fast and simple to use,"['traditional style vacuum charges fast', 'stick could work', 'pleasant surprise even', 'never thought', 'life changer', 'absolutely love']","['traditional style vacuum charges fast', 'stick could work', 'pleasant surprise even', 'never thought', 'life changer', 'absolutely love', 'vacuum', '’', 'well', 'use', 'simple', 'price', 'effectiveness', 'ease']"
732,0.015057944,0.07569519,0.90924686,262,5,The best cordless vacuum I did my research on all of the vacuums out there and decided on this one I was amazed by how much dirt it picked up from the carpet as well as the hard floor We have a German Shepherd and he sheds so much a broom was just not picking up the hair and neither was our old vacuum So glad I went with the LG CordZero vacuum instead of Dyson or any of the others that are out there,"['lg cordzero vacuum instead', 'best cordless vacuum', 'old vacuum', 'much dirt', 'hard floor', 'german shepherd']","['lg cordzero vacuum instead', 'best cordless vacuum', 'old vacuum', 'hard floor', 'german shepherd', 'much dirt', 'much', 'went', 'well', 'vacuums', 'sheds', 'research', 'picking', 'picked', 'others', 'one', 'neither', 'hair', 'glad', 'dyson', 'decided', 'carpet', 'broom', 'amazed']"
733,0.0063644154,0.036382295,0.95725334,263,5,Quite and does a good job This vacuum does a good job and is not loud I have been able to vacuum my whole house using only one battery The dirt cup is easy to empty I really like the freedom of no cord,"['whole house using', 'really like', 'one battery', 'good job', 'dirt cup']","['whole house using', 'really like', 'one battery', 'good job', 'dirt cup', 'vacuum', 'quite', 'loud', 'freedom', 'empty', 'easy', 'cord', 'able']"
734,0.003847703,0.040675353,0.95547694,264,5,great vacuum  easy to use this is a very light weight easy to use vacuum  highly recommentd,"['use vacuum highly recommentd', 'great vacuum easy', 'light weight easy']","['use vacuum highly recommentd', 'great vacuum easy', 'light weight easy', 'use']"
735,0.011514729,0.0901859,0.8982994,265,5,Great vacuum Light and easy to use Emptying the bin is simple,"['great vacuum light', 'use emptying']","['great vacuum light', 'use emptying', 'simple', 'easy', 'bin']"
736,0.0031570338,0.009785138,0.98705786,266,5,Awesome Looks amazing love the 2 batteries and its just a great vacuum I definitely like this way better than my dyson,"['awesome looks amazing love', 'way better', 'great vacuum', 'definitely like', '2 batteries']","['awesome looks amazing love', 'way better', 'great vacuum', 'definitely like', '2 batteries', 'dyson']"
737,0.0042120544,0.041530453,0.95425755,267,5,Great cordless stick vac I decided to go with the LG over a Dyson Straight out of the box it took only 10 minutes to put together The unit comes with 2 batteries that will charge at the same time The suction is very powerful when turbo is turned on With low setting the machine is pretty quiet Having the ability to place the charging stand anywhere is much more convenient then having to mount on the wall I would recommend this vaccum over a Dyson time and time again,"['great cordless stick vac', 'charging stand anywhere', 'would recommend', 'unit comes', 'put together', 'pretty quiet', 'low setting', 'dyson time', 'dyson straight', '2 batteries', '10 minutes']","['great cordless stick vac', 'charging stand anywhere', 'would recommend', 'unit comes', 'put together', 'pretty quiet', 'low setting', 'dyson straight', '2 batteries', '10 minutes', 'dyson time', 'time', 'wall', 'vaccum', 'turned', 'turbo', 'took', 'suction', 'powerful', 'place', 'much', 'mount', 'machine', 'lg', 'go', 'decided', 'convenient', 'charge', 'box', 'ability']"
738,0.0017367679,0.011993302,0.9862699,268,5,Great Fantastic Vacuum Convenient and easy to use with a lot of options and power,['great fantastic vacuum convenient'],"['great fantastic vacuum convenient', 'use', 'power', 'options', 'lot', 'easy']"
739,0.0062532537,0.02118173,0.97256505,269,5,Love the freedom of no cord Although I havent had very long to use my new vacuum yet I can already tell I will love it Its light weight has great attachments it goes everywhere even under beds and it has great suction on carpeting and hard floors I especially like that I can easily use it to vacuum my SUV and there is no cord to get stuck under the tires when I move from one side of the vehicle to the other It is pricey but worth it to me,"['new vacuum yet', 'goes everywhere even', 'one side', 'light weight', 'hard floors', 'great suction', 'great attachments', 'get stuck', 'especially like', 'easily use', 'cord although', 'already tell']","['goes everywhere even', 'new vacuum yet', 'one side', 'light weight', 'hard floors', 'great suction', 'great attachments', 'get stuck', 'especially like', 'already tell', 'easily use', 'cord although', 'vacuum', 'use', 'cord', 'worth', 'vehicle', 'tires', 'suv', 'pricey', 'move', 'love', 'long', 'havent', 'freedom', 'carpeting', 'beds']"
740,0.08031216,0.27950713,0.6401807,270,5,The Little Stick Vacuum That Could Dont let the size of this item discourage you from your purchase I live with two dogs and wall to wall carpet so I need a full powered vacuum to clean the mess Ive had other sticks and they cant handle it and this surprised me I was able to clean my whole space barely using any battery The canister needed to be cleaned often and did clog more than a few times After figuring out how to remove the internal metal filter it was easy to clean but definitely required some fingers or the cleaning brush to remove the stuck fluff The screen cleaner was a nice feature as well but I felt it allowed for sorry to get into the upper section of the canister which was then harder to remove Im happy to be able to replace two vacuums with this one unit but do wish it came with a powered mini brush for hair etc that I could use to clean my car,"['whole space barely using', 'remove im happy', 'little stick vacuum', 'internal metal filter', 'full powered vacuum', 'replace two vacuums', 'powered mini brush', 'could dont let', 'two dogs', 'could use', 'cleaning brush', 'wall carpet', 'upper section', 'stuck fluff', 'screen cleaner', 'one unit', 'nice feature', 'mess ive', 'item discourage', 'hair etc', 'definitely required', 'cleaned often', 'cant handle', 'canister needed']","['whole space barely using', 'little stick vacuum', 'internal metal filter', 'full powered vacuum', 'replace two vacuums', 'powered mini brush', 'could dont let', 'remove im happy', 'two dogs', 'could use', 'cleaning brush', 'upper section', 'stuck fluff', 'screen cleaner', 'one unit', 'nice feature', 'mess ive', 'item discourage', 'hair etc', 'definitely required', 'cleaned often', 'cant handle', 'wall carpet', 'canister needed', 'remove', 'wall', 'canister', 'wish', 'well', 'times', 'surprised', 'sticks', 'sorry', 'size', 'purchase', 'need', 'live', 'harder', 'get', 'fingers', 'figuring', 'felt', 'easy', 'clog', 'clean', 'car', 'came', 'battery', 'allowed', 'able']"
741,0.00778608,0.033683274,0.95853066,271,5,Great vaccum Love this vaccum it’s really quite and is easy to get to hard to reach spots,"['great vaccum love', 'really quite', 'reach spots']","['great vaccum love', 'really quite', 'reach spots', 'vaccum', '’', 'hard', 'get', 'easy']"
742,0.1159707,0.4069393,0.47709006,272,4,Great battery system great suction power I got the LG CordZero Stick Vacuum with Kompressor to help me keep my carpeted stairs clean While we customarily take our shoes off at the door Ive got a cat that sheds like crazy and three kids that track stuff all over the house I have a corded upright vacuum but its a bit of a chore to lug it around plug it in locate the right accessories battle with the hose then haul the vacuum up half the stairs and teeter the vacuum in one hand while swiping the accessory across the stair in another Sometimes I could leave the vacuum at the top of the stairs but I had to be careful not to pull too hard otherwise the vacuum would chase me down the stairs,"['great battery system great suction power', 'lg cordzero stick vacuum', 'vacuum would chase', 'corded upright vacuum', 'sheds like crazy', 'right accessories battle', 'door ive got', 'carpeted stairs clean', 'track stuff', 'three kids', 'one hand', 'hard otherwise', 'customarily take', 'could leave', 'around plug', 'another sometimes', 'accessory across']","['great battery system great suction power', 'lg cordzero stick vacuum', 'sheds like crazy', 'right accessories battle', 'vacuum would chase', 'corded upright vacuum', 'door ive got', 'carpeted stairs clean', 'track stuff', 'three kids', 'one hand', 'hard otherwise', 'customarily take', 'could leave', 'around plug', 'another sometimes', 'accessory across', 'vacuum', 'stairs', 'got', 'top', 'teeter', 'swiping', 'stair', 'shoes', 'pull', 'lug', 'locate', 'kompressor', 'keep', 'house', 'hose', 'help', 'haul', 'half', 'chore', 'cat', 'careful', 'bit']"
743,0.013012761,0.1228487,0.8641386,272,4,I really like the LG CordZero Stick Vacuum Having two replaceable batteries eases my mind over a built in battery like a Dyson According to the manufacturer each battery is rated for about 60 minutes of run time without any power accessories I got over 40 minutes of use on the lowest suction setting while using the Power Carpet Nozzle tool Those 40 minutes were spread over several uses from my stairs and many carpeted rooms in my house Note that the power accessories draw power directly from the battery to either spin the brush roll or vibrate the power punch panel,"['power accessories draw power directly', 'two replaceable batteries eases', 'lg cordzero stick vacuum', 'power carpet nozzle tool', 'power punch panel', 'run time without', 'many carpeted rooms', 'lowest suction setting', 'power accessories', 'several uses', 'really like', 'house note', 'either spin', 'dyson according', 'brush roll', 'battery like', '60 minutes', '40 minutes']","['power accessories draw power directly', 'two replaceable batteries eases', 'lg cordzero stick vacuum', 'power carpet nozzle tool', 'power punch panel', 'run time without', 'many carpeted rooms', 'lowest suction setting', 'power accessories', 'several uses', 'really like', 'house note', 'either spin', 'dyson according', 'brush roll', '60 minutes', '40 minutes', 'battery like', 'battery', 'vibrate', 'using', 'use', 'stairs', 'spread', 'rated', 'mind', 'manufacturer', 'got', 'built']"
744,0.012845907,0.13713457,0.8500195,272,4,Even at the lowest suction setting it was pulling hair dust and debris very easily and effectively from my plush carpets I was very pleased with the noise level at this setting It was fairly mild and much quieter than say a hair dryer Switching to the next higher mode Power Mode is just a quick button tap away Then the Turbo mode is activated by holding the same button for 3 seconds ,"['next higher mode power mode', 'quick button tap away', 'pulling hair dust', 'lowest suction setting', 'hair dryer switching', 'turbo mode', 'plush carpets', 'noise level', 'much quieter', 'fairly mild', '3 seconds']","['next higher mode power mode', 'quick button tap away', 'pulling hair dust', 'hair dryer switching', 'lowest suction setting', 'turbo mode', 'plush carpets', 'noise level', 'much quieter', 'fairly mild', '3 seconds', 'button', 'setting', 'say', 'pleased', 'holding', 'even', 'effectively', 'easily', 'debris', 'activated']"
745,0.16168693,0.5905909,0.24772216,272,4,After learning I could run for 40 minutes on the lowest setting I ran the vacuum with a fully charged battery with the Power Carpet Nozzle accessory flat out in Power Mode and it ran for over 30 minutes With another fully charged battery the Turbo mode only lasted about 7 and a half minutes But it would be highly unusual for someone to run the vacuum this way For one thing you would need to stop to empty the canister every so often For me I turned off the vacuum while transitioning to other rooms I vacuumed almost my whole house with one battery charge,"['power carpet nozzle accessory flat', 'another fully charged battery', 'fully charged battery', 'one battery charge', 'power mode', 'one thing', 'would need', 'whole house', 'vacuumed almost', 'turbo mode', 'lowest setting', 'highly unusual', 'half minutes', 'could run', 'canister every', '40 minutes', '30 minutes']","['power carpet nozzle accessory flat', 'another fully charged battery', 'fully charged battery', 'one battery charge', 'power mode', 'one thing', 'whole house', 'vacuumed almost', 'turbo mode', 'lowest setting', 'highly unusual', 'half minutes', 'canister every', '40 minutes', '30 minutes', 'would need', 'could run', 'would', 'run', 'way', 'vacuum', 'turned', 'transitioning', 'stop', 'someone', 'rooms', 'ran', 'often', 'learning', 'lasted', 'empty', '7']"
746,0.5006603,0.42180339,0.077536345,272,4,There are 3 indicator lights at the top of the handle to indicate battery charge As the battery charge gets depleted the first two lights will turn off The third light will eventually flash to indicate a charge is needed What surprised me is that the vacuum just shuts off when there is insufficient charge left It doesnt chime nor does it slow down as a final warning,"['battery charge gets depleted', 'indicate battery charge', 'insufficient charge left', 'first two lights', '3 indicator lights', 'third light', 'final warning', 'eventually flash', 'doesnt chime']","['battery charge gets depleted', 'first two lights', '3 indicator lights', 'insufficient charge left', 'indicate battery charge', 'third light', 'final warning', 'eventually flash', 'doesnt chime', 'charge', 'indicate', 'vacuum', 'turn', 'top', 'surprised', 'slow', 'shuts', 'needed', 'handle']"
747,0.04245072,0.82453984,0.13300943,272,4,Another thing I noticed is that with the power accessory attached it powers the accessory for a moment before supplying suction when the system is turned on,"['power accessory attached', 'supplying suction', 'another thing']","['power accessory attached', 'supplying suction', 'another thing', 'accessory', 'turned', 'system', 'powers', 'noticed', 'moment']"
748,0.0025174727,0.07566492,0.92181754,272,4,The extension wand has a two way button to extend the wand an additional 6 inches with stops available every couple inches It made a dramatic improvement in comfort ,"['stops available every couple inches', 'additional 6 inches', 'two way button', 'extension wand', 'dramatic improvement']","['stops available every couple inches', 'additional 6 inches', 'two way button', 'dramatic improvement', 'extension wand', 'wand', 'made', 'extend', 'comfort']"
749,0.45914572,0.4546036,0.08625061,272,4,While the Power Carpet Nozzle glides over hard floors it takes some effort and sometimes requires my second hand on the extension wand to move the Power Carpet Tool head across my very plush carpet I think it is because the wheels are so small that they sink into my carpet before they can be effective,"['power carpet tool head across', 'power carpet nozzle glides', 'plush carpet', 'sometimes requires', 'second hand', 'hard floors', 'extension wand']","['power carpet tool head across', 'power carpet nozzle glides', 'plush carpet', 'sometimes requires', 'second hand', 'hard floors', 'extension wand', 'carpet', 'wheels', 'think', 'takes', 'small', 'sink', 'move', 'effort', 'effective']"
